paper_id,title,doi,previous_overall,corrected_overall,overall_changed,trigger_scope,global_reason,local_reasons,curation_status,review_status,needs_review,venue_review_required,affiliation_review_state,mapping_statuses,field_specific_overrides,unresolved_public_fields
curated:8ebf01a335c20fdc902d,Fake Detection Based on Balanced Attention and Information Guidance for Collaborative Image Processing Tasks,10.1109/cscwd68734.2026.11582378,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""DOI / Crossref"", ""status"": ""Curated""}}",
curated:9c39067ac73e7354c2f3,Fake-HR1: Rethinking Reasoning of Vision Language Model for Synthetic Image Detection,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_added,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,10.1109/tifs.2026.3683286,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=unreviewed | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),manually_confirmed,reviewed,true,false,unreviewed,needs_review,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,10.1007/978-981-95-6960-1_26,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:773aa77291d6869eaad8,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,,Needs review,Needs review,false,global,review_status=pending; curation_status=needs_review,affiliation_review_state=curated | needs_review=true (derived aggregate; not a global paper decision),needs_review,pending,true,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",title|publication_date|venue|publication_type
curated:0ce4661dd62d1a9f8e89,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,10.1007/978-3-032-31397-3_32,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""status"": ""Curated""}}",
curated:be2900947b322f9eb905,Few-Shot Synthetic Image Attribution: Identifying Unseen Generators with Limited Samples,10.48550/arxiv.2509.25682,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:dbbb2e6ee311ee6198c3,FIND: A Simple yet Effective Baseline for Diffusion-Generated Image Detection,10.1609/aaai.v40i8.37547,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:f380c0d31081fc59f1eb,FiSeR: Fine-Grained Source Representations for Cross-Domain AI Image Detection,10.48550/arxiv.2606.00606,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:f8bc8386ea043eef0a7c,Fleet: Few Shots Lead Effective AI-Generated Image Detection,,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=curated | needs_review=true (derived aggregate; not a global paper decision),confirmed,reviewed,true,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",affiliations
curated:b8a42f43802c4fbb3cad,ForenDeX: Unlocking Forensic Insights for Explainable AI-Generated Image Detection,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active|needs_review,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:6976641cbfe602a7e617,Forensic Detection of Generated MRI Imagery Using Autoregressive Modeling and Frequency Analysis,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_added,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:89c6548802e6878c18c8,Forensic Invariant Learning for Synthetic Image Detection: Bridging Benford's Law and Topological Analysis with Machine Learning Ensembles,10.1109/qpain69676.2026.11546484,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:078ade9edabe304013a7,ForensicConcept: Transferable Forensic Concepts for AIGI Detection,10.48550/arxiv.2606.07034,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:9ae6e4e3816daa7e1650,ForgeryMoE: Mixture of Experts for Image Forgery Detection Under JPEG Compression,10.1145/3805622.3810810,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""status"": ""Curated""}}",
curated:ed5f779be1e71edddcee,Forging the Unknown: Open-Set Deepfake Attribution via Adaptive Fingerprint Learning,10.1007/978-3-032-31663-9_45,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""status"": ""Curated""}}",
curated:c11b9ac4e226ac88c418,FraudBench: A Multimodal Benchmark for Detecting AI-Generated Fraudulent Refund Evidence,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:748ed5e2cf27aea70f6a,Frequency-Aware Robustness Analysis of Deepfake Detection Models,10.32604/jai.2026.078014,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
curated:86e3ccb675e46cee7d66,Frozen DINO Localizes Image Edits Without a Localizer,,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=curated | needs_review=true (derived aggregate; not a global paper decision),confirmed,reviewed,true,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",affiliations
curated:b8535274867705393d44,FUSED: Forensic-Semantic Mixture-of-Experts for AI Inpainting Detection and Localization,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:e2c0dacc159564e9e575,Gamma: Generalizable AI-Generated Image Detection via Multi-Task and Manipulation-Augmented Supervision,10.1109/icassp55912.2026.11460946,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""OpenAlex"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:bada2e715200e9fccb7a,GAP-SAM: A Global Artifact Prior for Generalizable AI-Generated Image Manipulation Localization,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:f105a82454d369e100b9,General and Domain-Specific Zero-Shot Detection of Generated Images via Conditional Likelihood,10.1109/wacv61042.2026.00754,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:9ec7092e57766741468f,Generalizable and Adaptive Continual Learning Framework for AI-Generated Image Detection,10.1109/tmm.2026.3651067,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:d6fe2666a64b0c70ff6b,GenShield: Unified Detection and Artifact Correction for AI-Generated Images,10.48550/arxiv.2605.16122,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:f3aa81928c76cd4b3903,GenSyn10: A Multi-Generative AI Dataset for Benchmarking Image Classification,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
curated:316fc03d348baa637bb4,Geometric-Semantic Dual-Adaptation for Generalizable AI-Generated Image Detection,10.1016/j.neucom.2026.134418,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Publisher"", ""status"": ""Curated""}}",
curated:807cbb7fa6b003585c72,GlobalForge: Towards Robust AI-Generated Image Detection,,Needs review,Verified,true,local,review_status=reviewed,affiliation_review_state=curated | needs_review=true (derived aggregate; not a global paper decision),confirmed,reviewed,true,false,curated,active,"{""affiliations"": {""source"": ""arXiv"", ""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",affiliations
doi:10.21203/rs.3.rs-8633550/v1,"GReX-Bench: Benchmarking Generalization, Robustness, and Explainability in AI-Generated Image Detection",10.21203/rs.3.rs-8633550/v1,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}}",affiliations
curated:f898cd2f736babc824dc,HiDD-Net: A Hierarchical Dual-Domain Distillation Network for Efficient Deepfake Detection,10.1117/12.3119955,Needs review,Needs review,false,global,review_status=pending; curation_status=needs_review,affiliation_review_state=unreviewed | mapping_status=needs_review (source-backed) | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),needs_review,pending,true,false,unreviewed,needs_review,{},title|publication_date|venue|publication_type|doi|affiliations
curated:70f6d63927384365006f,High-Resolution Contrastive Framework for Generalizable AI-Generated Image Detection,10.1109/icassp55912.2026.11461655,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""OpenAlex"", ""status"": ""Curated""}}",
curated:9637c6ae3ad013926898,How Well Are Open Sourced AI-Generated Image Detection Models Out-of-the-Box: A Comprehensive Benchmark Study,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Verified""}}",
doi:10.1016/j.patrec.2026.04.016,HRR: Hierarchical Retrospection Refinement for Generated Image Detection,10.1016/j.patrec.2026.04.016,Needs review,Source metadata,true,local,no authoritative paper-level review or curation status,affiliation_review_state=unreviewed | affiliation.preliminary=true | needs_review=true (derived aggregate; not a global paper decision),,,true,false,unreviewed,,"{""affiliations"": {""status"": ""Needs review""}, ""arxiv"": {""source"": ""arXiv"", ""status"": ""Source metadata""}}",affiliations
curated:b2b738978609f5704f00,HSIC Bottleneck for Cross-Generator and Domain-Incremental Synthetic Image Detection,,Verified,Verified,false,global,review_status=reviewed,affiliation_review_state=curated,manually_confirmed,reviewed,false,false,curated,active,"{""affiliations"": {""source"": ""Manual curation"", ""status"": ""Curated""}}",
