title,year,openalex_id,openalex_url,doi,is_key_paper,has_map_location,map_record_count,missing_affiliation,missing_coordinates,needs_review,coverage_status,affiliation_row_count,institution_count,coordinate_row_count,institutions,locations,coordinate_pairs,blocker_type,recommended_action
Towards Discovery and Attribution of Open-world GAN Generated Images,2021,W3161417217,https://openalex.org/W3161417217,10.1109/iccv48922.2021.01383,yes,yes,1,no,no,yes,map_ready,4,1,4,"University of Maryland, College Park","College Park, US","38.980670,-76.936920",already_mapped,no_action
Towards Universal GAN Image Detection,2021,W4206030296,https://openalex.org/W4206030296,10.1109/vcip53242.2021.9675329,no,yes,1,no,no,yes,map_ready,4,1,4,Federico II University Hospital,"Naples, IT","40.852160,14.268110",already_mapped,no_action
VIPPrint: Validating Synthetic Image Detection and Source Linking Methods on a Large Scale Dataset of Printed Documents,2021,W3134971133,https://openalex.org/W3134971133,10.3390/jimaging7030050,no,yes,1,no,no,yes,map_ready,3,1,3,University of Siena,"Siena, IT","43.318220,11.330640",already_mapped,no_action
Wavelet-Packet Powered Deepfake Image Detection.,2021,W3170631962,https://openalex.org/W3170631962,,no,yes,2,no,no,yes,map_ready,4,2,2,Fraunhofer-Gesellschaft; University of Bonn,"Bonn, DE; Munich, DE","48.137430,11.575490; 50.734380,7.095490",already_mapped,no_action
A Survey of Deep Learning-Based Source Image Forensics,2020,W3010352349,https://openalex.org/W3010352349,10.3390/jimaging6030009,no,yes,2,no,no,yes,map_ready,6,2,6,Beijing Jiaotong University; University of Florence,"Beijing, CN; Florence, IT","39.907500,116.397230; 43.779250,11.246260",already_mapped,no_action
Attributing and Detecting Fake Images Generated by Known GANs,2020,W3117441857,https://openalex.org/W3117441857,10.1109/spw50608.2020.00019,no,yes,1,no,no,no,map_ready,0,0,0,,,,already_mapped,no_action
CNN Detection of GAN-Generated Face Images based on Cross-Band Co-occurrences Analysis,2020,W3044151627,https://openalex.org/W3044151627,10.1109/wifs49906.2020.9360905,no,yes,1,no,no,yes,map_ready,4,1,4,University of Siena,"Siena, IT","43.318220,11.330640",already_mapped,no_action
CNN-Generated Images Are Surprisingly Easy to Spot… for Now,2020,W3034577585,https://openalex.org/W3034577585,10.1109/cvpr42600.2020.00872,yes,yes,4,no,no,yes,map_ready,9,4,9,"Adobe Systems (United States); Berkeley College; University of California, Berkeley; University of Michigan","Ann Arbor, United States; Berkeley, United States; New York, United States; San Jose, United States","37.330990,-121.893875; 37.871590,-122.272750; 40.714270,-74.005970; 42.277560,-83.740880",already_mapped,no_action
Deep Fake Image Detection Based on Pairwise Learning,2020,W2970868842,https://openalex.org/W2970868842,10.3390/app10010370,no,yes,2,no,no,yes,map_ready,3,2,3,National Pingtung University of Science and Technology; National United University,"Miaoli, TW; Pingtung City, TW","22.671350,120.488140; 24.564270,120.823670",already_mapped,no_action
Deep Learning for Deepfakes Creation and Detection: A Survey,2020,W3045755384,https://openalex.org/W3045755384,10.6084/m9.figshare.12731039.v1,no,yes,1,no,no,yes,map_ready,5,1,1,Deakin University,"Burwood, AU","-37.849780,145.119010",already_mapped,no_action
DeepFake Face Image Detection based on Improved VGG Convolutional Neural Network,2020,W3084142230,https://openalex.org/W3084142230,10.23919/ccc50068.2020.9189596,no,yes,1,no,no,yes,map_ready,4,1,4,Shandong University of Political Science and Law,"Jinan, CN","36.668330,116.997220",already_mapped,no_action
Face X-Ray for More General Face Forgery Detection,2020,W3034196597,https://openalex.org/W3034196597,10.1109/cvpr42600.2020.00505,no,yes,2,no,no,yes,map_ready,7,2,7,Microsoft Research Asia (China); Peking University,"Beijing, CN","39.907500,116.397230",already_mapped,no_action
GAN-Generated Image Detection With Self-Attention Mechanism Against GAN Generator Defect,2020,W3024207815,https://openalex.org/W3024207815,10.1109/jstsp.2020.2994523,yes,yes,1,no,no,yes,map_ready,4,1,4,Shanghai Jiao Tong University,"Shanghai, CN","31.222220,121.458060",already_mapped,no_action
Global Texture Enhancement for Fake Face Detection in the Wild,2020,W3034795015,https://openalex.org/W3034795015,10.1109/cvpr42600.2020.00808,no,yes,2,no,no,yes,map_ready,4,2,4,University of Hong Kong; University of Oxford,"Oxford, GB; Pok Fu Lam, HK","22.268610,114.129240; 51.752220,-1.255960",already_mapped,no_action
Leveraging Frequency Analysis for Deep Fake Image Recognition,2020,W3012033723,https://openalex.org/W3012033723,10.48550/arxiv.2003.08685,yes,yes,1,no,no,yes,map_ready,6,1,1,Ruhr University Bochum,"Bochum, Germany","51.481650,7.216480",already_mapped,no_action
On Attribution of Deepfakes,2020,W3134567460,https://openalex.org/W3134567460,10.48550/arxiv.2008.09194,yes,yes,1,no,no,yes,map_ready,4,0,0,,,,already_mapped,no_action
On the use of Benford's law to detect GAN-generated images,2020,W3161986877,https://openalex.org/W3161986877,10.1109/icpr48806.2021.9412944,yes,yes,2,no,no,yes,map_ready,4,2,4,Politecnico di Milano; University of Padua,"Milan, IT; Padua, IT","45.407970,11.885860; 45.464270,9.189510",already_mapped,no_action
T-GD: Transferable GAN-generated Images Detection Framework,2020,W3034547531,https://openalex.org/W3034547531,10.48550/arxiv.2008.04115,yes,yes,1,no,no,no,map_ready,4,1,3,Sungkyunkwan University,"Seoul, KR","37.566000,126.978400",already_mapped,no_action
Watch your Up-Convolution: CNN Based Generative Deep Neural Networks are Failing to Reproduce Spectral Distributions,2020,W3034864980,https://openalex.org/W3034864980,10.1109/cvpr42600.2020.00791,yes,yes,4,no,no,yes,map_ready,5,4,5,Fraunhofer Institute for Industrial Mathematics; Heidelberg University; Offenburg University of Applied Sciences; University of Mannheim,"Heidelberg, Germany; Kaiserslautern, Germany; Mannheim, Germany; Offenburg, Germany","48.473770,7.944950; 49.407680,8.690790; 49.443000,7.771610; 49.483925,8.462201",already_mapped,no_action
An Evaluation of Deep Learning-Based Computer Generated Image Detection Approaches,2019,W2973074956,https://openalex.org/W2973074956,10.1109/access.2019.2940383,no,yes,1,no,no,yes,map_ready,5,1,5,Hangzhou Dianzi University,"Hangzhou, CN","30.293650,120.161420",already_mapped,no_action
Attributing Fake Images to GANs: Learning and Analyzing GAN Fingerprints,2019,W2991318208,https://openalex.org/W2991318208,10.1109/iccv.2019.00765,yes,no,0,no,yes,yes,missing_coordinates,3,2,0,"Helmholtz Center for Information Security; University of Maryland, College Park",DE; US,,has_affiliation_missing_coordinates,manual_coordinate_review
Complement Face Forensic Detection and Localization with FacialLandmarks,2019,W2979433881,https://openalex.org/W2979433881,10.48550/arxiv.1910.05455,no,yes,1,no,no,yes,map_ready,2,1,1,Imperial College London,"London, GB","51.508530,-0.125740",already_mapped,no_action
Detecting and Simulating Artifacts in GAN Fake Images,2019,W3012472557,https://openalex.org/W3012472557,10.1109/wifs47025.2019.9035107,yes,yes,1,no,no,yes,map_ready,3,1,3,Columbia University,"New York, United States","40.714270,-74.005970",already_mapped,no_action
Detecting GAN generated Fake Images using Co-occurrence Matrices,2019,W2975558816,https://openalex.org/W2975558816,10.2352/issn.2470-1173.2019.5.mwsf-532,yes,yes,3,no,no,yes,map_ready,17,3,15,"Mayachitra (United States); Naval Air Warfare Center Weapons Division; University of California, Riverside","China Lake Acres, US; Riverside, US; Santa Barbara, US","33.953350,-117.396160; 34.420830,-119.698190; 35.640510,-117.763950",already_mapped,no_action
Do GANs Leave Artificial Fingerprints?,2019,W2907295878,https://openalex.org/W2907295878,10.1109/mipr.2019.00103,yes,yes,1,no,no,yes,map_ready,4,1,4,University of Naples Federico II,"Naples, IT","40.852160,14.268110",already_mapped,no_action
FaceForensics++: Learning to Detect Manipulated Facial Images,2019,W2912336782,https://openalex.org/W2912336782,10.1109/iccv.2019.00009,no,yes,3,no,no,yes,map_ready,6,3,6,Federico II University Hospital; Friedrich-Alexander-Universität Erlangen-Nürnberg; Technical University of Munich,"Erlangen, DE; Munich, DE; Naples, IT","40.852160,14.268110; 48.137430,11.575490; 49.590990,11.007830",already_mapped,no_action
Fourier Spectrum Discrepancies in Deep Network Generated Images,2019,W2985484909,https://openalex.org/W2985484909,10.48550/arxiv.1911.06465,yes,yes,2,no,no,yes,map_ready,3,2,3,Georgia Institute of Technology; Texas A&M University,"Atlanta, United States; College Station, United States","30.627980,-96.334410; 33.749000,-84.387980",already_mapped,no_action
Incremental learning for the detection and classification of GAN-generated images,2019,W3010699567,https://openalex.org/W3010699567,10.1109/wifs47025.2019.9035099,yes,yes,2,no,no,no,map_ready,4,2,4,Federico II University Hospital; University of Trento,"Naples, IT; Trento, IT","40.852160,14.268110; 46.067870,11.121080",already_mapped,no_action
Incremental learning for the detection and classification of GAN-generated images,2019,W2978778164,https://openalex.org/W2978778164,10.1109/wifs47025.2019.9035099,yes,yes,2,no,no,no,map_ready,4,2,4,Federico II University Hospital; University of Trento,"Naples, IT; Trento, IT","40.852160,14.268110; 46.067870,11.121080",already_mapped,no_action
No One Can Escape: A General Approach to Detect Tampered and Generated Image,2019,W2972023908,https://openalex.org/W2972023908,10.1109/access.2019.2939812,no,yes,2,no,no,yes,map_ready,5,2,4,Beijing Electronic Science and Technology Institute; Xidian University,"Beijing, CN; Xi'an, CN","34.258330,108.928610; 39.907500,116.397230",already_mapped,no_action
Scalable Fine-grained Generated Image Classification Based on Deep Metric Learning,2019,W2997633607,https://openalex.org/W2997633607,10.48550/arxiv.1912.11082,yes,no,0,yes,no,yes,missing_affiliation,4,0,0,,,,needs_review_or_low_confidence,manual_affiliation_review
Source Generator Attribution via Inversion,2019,W2971682216,https://openalex.org/W2971682216,,yes,yes,2,no,no,yes,map_ready,2,1,2,Honeywell (United States),"Charlotte, US","35.227090,-80.843130",already_mapped,no_action
Source Generator Attribution via Inversion,2019,W2943961047,https://openalex.org/W2943961047,10.48550/arxiv.1905.02259,yes,yes,2,no,no,yes,map_ready,2,1,1,Honeywell (United States),"Charlotte, US","35.227090,-80.843130",already_mapped,no_action
Can Forensic Detectors Identify GAN Generated Images?,2018,W2921230249,https://openalex.org/W2921230249,10.23919/apsipa.2018.8659461,no,yes,1,no,no,yes,map_ready,4,1,4,Shenzhen University,"Shenzhen, CN","22.545540,114.068300",already_mapped,no_action
Cascade learning from adversarial synthetic images for accurate pupil detection,2018,W2903907439,https://openalex.org/W2903907439,10.1016/j.patcog.2018.12.014,no,yes,4,no,no,yes,map_ready,12,4,12,Chinese Academy of Sciences; Qingdao Academy of Intelligent Industries; Rensselaer Polytechnic Institute; Shandong Institute of Automation,"Beijing, CN; Jinan, CN; Qingdao, CN; Troy, US","36.064880,120.380420; 36.668330,116.997220; 39.907500,116.397230; 42.728410,-73.691790",already_mapped,no_action
Detection of GAN-Generated Fake Images over Social Networks,2018,W2811414481,https://openalex.org/W2811414481,10.1109/mipr.2018.00084,yes,yes,1,no,no,yes,map_ready,4,1,4,University of Naples Federico II,"Naples, IT","40.852160,14.268110",already_mapped,no_action
Training Deep Neural Networks for Detecting Drinking Glasses Using Synthetic Images,2017,W2766065312,https://openalex.org/W2766065312,10.1007/978-3-319-70096-0_37,no,yes,1,no,no,yes,map_ready,4,1,4,University of Newcastle Australia,"Newcastle, AU","-32.929530,151.780100",already_mapped,no_action
