title,year,expected_task,source_doc,section,notes,checklist_row,doi,arxiv_id,openalex_url,in_openalex_candidate_papers,in_candidate_map,in_public_preview,in_public_preview_paper_list,covered_as_map_marker,map_record_count,missing_affiliation,missing_coordinates,marker_diagnostics,missing_stage,coverage_status,recommended_action,match_method,matched_public_title,matched_public_paper_id,manual_review,identity_review,exclusion_evidence,reconciliation_classification,reconciliation_evidence,reconciliation_reason,resolved_title,resolved_year,best_openalex_title_match,best_openalex_title_score,best_public_preview_title_match,best_public_preview_title_score,best_public_preview_paper_title_match,best_public_preview_paper_title_score
Redefining Generalization in Visual Domains: A Two-Axis Framework for Fake Image Detection with FusionDetect,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251007",212,,2510.05740,,no,no,no,no,no,0,no,no,,excluded,excluded,no_action,,,,no,,"[{""arxiv_id"": ""2510.05740"", ""created_at"": ""2026-07-13T20:06:06Z"", ""created_by"": ""local_admin"", ""doi"": """", ""excluded_from_map"": ""true"", ""excluded_from_public_preview"": ""true"", ""exclusion_id"": ""exclusion-17447bd65e3b4aae98831c8d0bf68be0"", ""is_active"": ""true"", ""metadata_source"": """", ""openalex_url"": ""https://openalex.org/W4414978765"", ""paper_id"": ""curated:40d551857163fa643202"", ""reason"": ""other"", ""restore_note"": """", ""restored_at"": """", ""review_note"": ""preprint"", ""source_database"": ""OpenAlex"", ""title"": ""Redefining Generalization in Visual Domains: A Two-Axis Framework for Fake Image Detection with FusionDetect"", ""year"": ""2025""}]",MISSING_ADD,https://arxiv.org/abs/2510.05740,Primary arXiv record defines fake-image detection and a two-axis generalization framework with FusionDetect. No same-work identity found.,Redefining Generalization in Visual Domains: A Two-Axis Framework for Fake Image Detection with FusionDetect,2025,,0.000,,0.000,,0.000
From Evidence to Verdict: An Agent-Based Forensic Framework for AI-Generated Image Detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251031",213,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,From Evidence to Verdict: An Agent-Based Forensic Framework for AI-Generated Image Detection,,no,,,,,,From Evidence to Verdict: An Agent-Based Forensic Framework for AI-Generated Image Detection,2025,,0.000,,0.000,,0.000
Generalized Design Choices for Deepfake Detectors,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251126",214,,2511.21507,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,arxiv,Generalized Design Choices for Deepfake Detectors,curated:3c3cd6143ece4045b378,no,,,,,,Generalized Design Choices for Deepfake Detectors,2025,,0.000,,0.000,,0.000
Code-in-the-Loop Forensics: Agentic Tool Use for Image Forgery Detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251218",215,,,,no,no,yes,yes,yes,3,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Code-in-the-Loop Forensics: Agentic Tool Use for Image Forgery Detection,,no,,,,,,Code-in-the-Loop Forensics: Agentic Tool Use for Image Forgery Detection,2025,,0.000,,0.000,,0.000
Beyond Semantic Features: Pixel-level Mapping for Generalized AI-Generated Image Detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251219",216,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Beyond Semantic Features: Pixel-Level Mapping for Generalized AI-Generated Image Detection,curated:29642e43aa51fece46f7,no,,,,,,Beyond Semantic Features: Pixel-level Mapping for Generalized AI-Generated Image Detection,2025,,0.000,,0.000,,0.000
AdaptPrompt: Parameter-Efficient Adaptation of VLMs for Generalizable Deepfake Detection,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251219",217,,,,no,no,yes,yes,yes,3,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,AdaptPrompt: Parameter-Efficient Adaptation of VLMs for Generalizable Deepfake Detection,,no,,,,,,AdaptPrompt: Parameter-Efficient Adaptation of VLMs for Generalizable Deepfake Detection,2025,,0.000,,0.000,,0.000
LADLE-MM: Limited Annotation based Detector with Learned Ensembles for Multimodal Misinformation,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251223",218,,2512.20257,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,arxiv,LADLE-MM: Limited Annotation Based Detector with Learned Ensembles for Multimodal Misinformation,curated:fc87c72c7e8c831652ea,no,,,MISSING_ADD,https://arxiv.org/abs/2512.20257; https://arxiv.org/html/2512.20257v1,Full text sections 3.3 and 4 explicitly classify still-image Face Swap and Face Attribute manipulation alongside text tasks. Include as detection/deepfake/method only; paper explicitly does not predict localization.,LADLE-MM: Limited Annotation Based Detector with Learned Ensembles for Multimodal Misinformation,2025,,0.000,,0.000,,0.000
Fixed-Threshold Evaluation of a Hybrid CNN–ViT for AI-Generated Image Detection Across Photos and Art,2025,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20251225",219,,,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Fixed-Threshold Evaluation of a Hybrid CNN-ViT for AI-Generated Image Detection Across Photos and Art,,no,,,,,,Fixed-Threshold Evaluation of a Hybrid CNN–ViT for AI-Generated Image Detection Across Photos and Art,2025,,0.000,,0.000,,0.000
A closer look at fourier spectrum discrepancies for cnn-generated images detection,2021,detection,Z_Update_SID-2018-2025.docx,Anti-forensics,"auxiliary; anti-forensics; source_suffix=CVPR, 2021",220,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,A Closer Look at Fourier Spectrum Discrepancies for CNN-Generated Images Detection,,no,,,,,,A closer look at fourier spectrum discrepancies for cnn-generated images detection,2021,,0.000,,0.000,,0.000
Think Twice Before Detecting GAN-generated Fake Images from their Spectral Domain Imprints,2022,detection,Z_Update_SID-2018-2025.docx,Anti-forensics,auxiliary; anti-forensics; source_suffix=CVPR 2022,221,,,,yes,yes,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Think Twice Before Detecting GAN-generated Fake Images from their Spectral Domain Imprints,,no,,,,,,Think Twice Before Detecting GAN-generated Fake Images from their Spectral Domain Imprints,2022,,0.000,,0.000,,0.000
Stealthdiffusion: Towards evading diffusion forensic detection through diffusion model,2025,detection,Z_Update_SID-2018-2025.docx,Anti-forensics,auxiliary; anti-forensics,222,10.1145/3664647.3681535,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,StealthDiffusion: Towards Evading Diffusion Forensic Detection Through Diffusion Model,curated:b7664c48f91262cfe091,no,,,,,,Stealthdiffusion: Towards evading diffusion forensic detection through diffusion model,2025,,0.000,,0.000,,0.000
An Adversarial Approach for Anti-Detection of AI Generated Images through Sample Generation,2025,detection,Z_Update_SID-2018-2025.docx,Anti-forensics,"auxiliary; anti-forensics; source_suffix=IEEE, 2025",223,,,,no,no,no,no,no,0,no,no,,possible_title_match_failure,possible_title_match_failure,manual_title_match_review,,,,yes,"Official TAAI PDF confirms title, Wu and Cheng, and an anti-detection image study. PDF contains no publication year or proceedings identifier; the checklist year 2025 could not be independently confirmed. Need official dated proceedings metadata before addition.",,AMBIGUOUS,https://www.taai.org.tw/files/domestic/30/An%20Adversarial%20Approach%20for%20Anti-Detection%20of%20AI-Generated%20Images%20through%20Sample%20Generation.pdf,"Official TAAI PDF confirms title, Wu and Cheng, and an anti-detection image study. PDF contains no publication year or proceedings identifier; the checklist year 2025 could not be independently confirmed. Need official dated proceedings metadata before addition.",An Adversarial Approach for Anti-Detection of AI Generated Images through Sample Generation,2025,,0.000,,0.000,,0.000
Sanitizing Diffusion-Generated Images via Fingerprint Removal and Adversarial Perturbation for Forensic Evasion,2025,detection,Z_Update_SID-2018-2025.docx,Anti-forensics,"auxiliary; anti-forensics; source_suffix=IEEE Access, 2025",224,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Sanitizing Diffusion-Generated Images via Fingerprint Removal and Adversarial Perturbation for Forensic Evasion,curated:82a6421311c4d39076d9,no,,,,,,Sanitizing Diffusion-Generated Images via Fingerprint Removal and Adversarial Perturbation for Forensic Evasion,2025,,0.000,,0.000,,0.000
Take Fake as Real: Realistic-like Robust Black-box Adversarial Attack to Evade AIGC Detection,2024,detection,Z_Update_SID-2018-2025.docx,Anti-forensics,"auxiliary; anti-forensics; source_suffix=arXiv, 20241226",225,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Take Fake as Real: Realistic-Like Robust Black-Box Adversarial Attack to Evade AIGC Detection,,no,,,,,,Take Fake as Real: Realistic-like Robust Black-box Adversarial Attack to Evade AIGC Detection,2024,,0.000,,0.000,,0.000
Fooling the Watchers: Breaking AIGC Detectors via Semantic Prompt Attacks,2025,detection,Z_Update_SID-2018-2025.docx,Anti-forensics,"auxiliary; anti-forensics; source_suffix=arXiv, 20250529",226,,,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Fooling the Watchers: Breaking AIGC Detectors via Semantic Prompt Attacks,,no,,,,,,Fooling the Watchers: Breaking AIGC Detectors via Semantic Prompt Attacks,2025,,0.000,,0.000,,0.000
Are GAN generated images easy to detect? A critical analysis of the state-of-the-art,2025,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark,227,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Are GAN Generated Images Easy to Detect? A Critical Analysis of the State-of-the-Art,,no,,,,,,Are GAN generated images easy to detect? A critical analysis of the state-of-the-art,2025,,0.000,,0.000,,0.000
Online Detection of AI-Generated Images,2025,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark,228,,,,yes,yes,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Online Detection of AI-Generated Images,,no,,,,,,Online Detection of AI-Generated Images,2025,,0.000,,0.000,,0.000
Intriguing properties of synthetic images: from generative adversarial networks to diffusion models,2025,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark,229,,,,yes,yes,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Intriguing Properties of Synthetic Images: From Generative Adversarial Networks to Diffusion Models,curated:67d37f98e44fa9d7d06e,no,,,,,,Intriguing properties of synthetic images: from generative adversarial networks to diffusion models,2025,,0.000,,0.000,,0.000
On The Detection of Synthetic Images Generated by Diffusion Models,2025,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark,230,,,,no,yes,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,On the Detection of Synthetic Images Generated by Diffusion Models,curated:a35e111d52c6ad788ef7,no,ambiguous exact title: On The Detection of Synthetic Images Generated by Diffusion Models | On the detection of synthetic images generated by diffusion models,,,,,On The Detection of Synthetic Images Generated by Diffusion Models,2025,,0.000,,0.000,,0.000
Organic or Diffused: Can We Distinguish Human Art from AI-generated Images?,2025,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark,231,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Organic or Diffused: Can We Distinguish Human Art from AI-Generated Images?,curated:0b2081f70faaf81278dc,no,,,,,,Organic or Diffused: Can We Distinguish Human Art from AI-generated Images?,2025,,0.000,,0.000,,0.000
AI-generated Image Detection: Passive or Watermark?,2024,detection,Z_Update_SID-2018-2025.docx,Benchmark,"auxiliary; benchmark; source_suffix=arXiv, 20241120",232,,,,yes,yes,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,AI-generated Image Detection: Passive or Watermark?,,no,,,,,,AI-generated Image Detection: Passive or Watermark?,2024,,0.000,,0.000,,0.000
SIDBench: A Python framework for reliably assessing synthetic image detection methods,2024,detection,Z_Update_SID-2018-2025.docx,Benchmark,"auxiliary; benchmark; source_suffix=Workshops, 2024; title_normalized=venue_suffix_removed; source_suffix=MAD / Workshops, 2024",233,,,,yes,yes,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,SIDBench: A Python Framework for Reliably Assessing Synthetic Image Detection Methods,curated:960c6a53879767054f0c,no,,,,,,SIDBench: A Python framework for reliably assessing synthetic image detection methods,2024,,0.000,,0.000,,0.000
Towards the Detection of Diffusion Model Deepfakes cite: 100+ Ruhr University Bochum,2025,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark,234,10.5220/0012422000003660,,https://openalex.org/W4392402304,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,Towards the Detection of Diffusion Model Deepfakes,curated:b1977dc0fcca329719f0,no,,,EXISTING_CURRENT,https://api.crossref.org/works/10.5220/0012422000003660,Crossref DOI and Ricker/Damm/Holz/Fischer establish VISAPP 2024. Checklist year 2025 and citation-count/institution suffix are erroneous annotations; existing publication stays unchanged.,Towards the Detection of Diffusion Model Deepfakes,2024,,0.000,,0.000,,0.000
Rich and Poor Texture Contrast: A Simple yet Effective Approach for AI-generated Image Detection,2025,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark,235,10.48550/arxiv.2311.12397,2311.12397,https://openalex.org/W4388927818,yes,yes,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,PatchCraft: Exploring Texture Patch for Efficient AI-Generated Image Detection,curated:9d04c60c5b0b70859a63,no,,,EXISTING_CURRENT,https://arxiv.org/abs/2311.12397,arXiv 2311.12397 connects Rich and Poor Texture Contrast to canonical PatchCraft. Preserve existing publication year rather than checklist revision-date annotation.,PatchCraft: Exploring Texture Patch for Efficient AI-Generated Image Detection,2023,,0.000,,0.000,,0.000
Bridging the Gap Between Ideal and Real-world Evaluation: Benchmarking AI-Generated Image Detection in Challenging Scenarios,2025,detection,Z_Update_SID-2018-2025.docx,Benchmark,"auxiliary; benchmark; source_suffix=ICCV, 2025",236,,,,no,no,yes,yes,yes,5,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Bridging the Gap Between Ideal and Real-World Evaluation: Benchmarking AI-Generated Image Detection in Challenging Scenarios,curated:e256ad6b672c3cf433ba,no,,,,,,Bridging the Gap Between Ideal and Real-world Evaluation: Benchmarking AI-Generated Image Detection in Challenging Scenarios,2025,,0.000,,0.000,,0.000
No Detector to Rule Them All,2025,detection,Z_Update_SID-2018-2025.docx,Benchmark,"auxiliary; benchmark; source_suffix=ACM MM, 2025",237,10.1145/3746265.3759659,,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,No Detector to Rule Them All,curated:cda6067db322246e8195,no,,,,,,No Detector to Rule Them All,2025,,0.000,,0.000,,0.000
DFBench: Benchmarking Deepfake Image Detection Capability of Large Multimodal Models,2025,detection,Z_Update_SID-2018-2025.docx,Benchmark,"auxiliary; benchmark; source_suffix=ACM MM, 2025",238,10.1145/3746027.3758204,,,yes,yes,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,DFBench: Benchmarking Deepfake Image Detection Capability of Large Multimodal Models,curated:8ae025d8756e0ff472b0,no,,,,,,DFBench: Benchmarking Deepfake Image Detection Capability of Large Multimodal Models,2025,,0.000,,0.000,,0.000
ForensicHub: A Unified Benchmark & Codebase for All-Domain Fake Image Detection and Localization,2025,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark; source_suffix=NeurIPS. 2025,239,,,,no,no,yes,yes,yes,5,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,ForensicHub: A Unified Benchmark & Codebase for All-Domain Fake Image Detection and Localization,curated:4c4e9ffacf08b5eb2355,no,,,,,,ForensicHub: A Unified Benchmark & Codebase for All-Domain Fake Image Detection and Localization,2025,,0.000,,0.000,,0.000
UniAIDet: A Unified and Universal Benchmark for AI-Generated Image Content Detection and Localization,2025,detection,Z_Update_SID-2018-2025.docx,Benchmark,auxiliary; benchmark; source_suffix=arXiv 20251027,240,,2510.23023,,no,no,yes,yes,no,0,no,yes,missing_coordinates,covered_in_public_preview_paper_list,covered_in_public_preview_paper_list,check_affiliations_coordinates_or_export_rules,arxiv,UniAIDet: A Unified and Universal Benchmark for AI-Generated Image Content Detection and Localization,curated:0e0f70c0146b624226ca,no,,,MISSING_ADD,https://arxiv.org/abs/2510.23023,Primary arXiv record defines generated-image detection and edited-region localization benchmark. Taxonomy proposals remain unreviewed.,UniAIDet: A Unified and Universal Benchmark for AI-Generated Image Content Detection and Localization,2025,,0.000,,0.000,,0.000
DBINDS - Can Initial Noise from Diffusion Model Inversion Help Reveal AI-Generated Videos?,2025,detection,Z_Update_SID-2018-2025.docx,Benchmark,"auxiliary; benchmark; source_suffix=arXiv, 20251112",241,10.48550/arxiv.2511.09184,2511.09184,,no,no,no,no,no,0,no,no,,excluded,excluded,no_action,,,,no,,"[{""created_at"": ""2026-09-08T00:00:00Z"", ""created_by"": ""targeted_reconciliation"", ""doi"": ""10.48550/arxiv.2511.09184"", ""excluded_from_map"": ""true"", ""excluded_from_public_preview"": ""true"", ""exclusion_id"": ""exclusion-35748a4440444fa3a830fe3cee14c22e"", ""is_active"": ""true"", ""metadata_source"": """", ""openalex_url"": """", ""paper_id"": """", ""reason"": ""out_of_scope"", ""restore_note"": """", ""restored_at"": """", ""review_note"": ""Primary arXiv 2511.09184 describes generated-video detection using temporal inversion dynamics; video-only scope is excluded. Evidence: https://arxiv.org/abs/2511.09184"", ""source_database"": """", ""title"": ""DBINDS - Can Initial Noise from Diffusion Model Inversion Help Reveal AI-Generated Videos?"", ""year"": ""2025""}]",EXCLUDE,https://arxiv.org/abs/2511.09184,Primary arXiv 2511.09184 describes generated-video detection using temporal inversion dynamics; video-only scope is excluded.,DBINDS - Can Initial Noise from Diffusion Model Inversion Help Reveal AI-Generated Videos?,2025,,0.000,,0.000,,0.000
Artifact: A large-scale dataset with artificial and factual images for generalizable and robust synthetic image detection,2023,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=ICIP, 2023",242,,,,yes,yes,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Artifact: A Large-Scale Dataset With Artificial And Factual Images For Generalizable And Robust Synthetic Image Detection,,no,,,,,,Artifact: A large-scale dataset with artificial and factual images for generalizable and robust synthetic image detection,2023,,0.000,,0.000,,0.000
Synthbuster: Towards Detection of Diffusion Model Generated Images,2025,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; dataset,243,,,,yes,yes,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Synthbuster: Towards Detection of Diffusion Model Generated Images,curated:aaf9b7c69d384a3c3140,no,,,,,,Synthbuster: Towards Detection of Diffusion Model Generated Images,2025,,0.000,,0.000,,0.000
Benchmarking Deepart Detection,2023,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; benchmark; dataset; source_suffix=arXiv 2023,244,,,,no,no,yes,yes,yes,5,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Benchmarking Deepart Detection,,no,,,,,,Benchmarking Deepart Detection,2023,,0.000,,0.000,,0.000
DeepArt: A Benchmark to Advance Fidelity Research in AI-Generated Content,2023,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; benchmark; dataset; source_suffix=arXiv, 20231224",245,10.48550/arxiv.2312.10407,,https://openalex.org/W4389983109,no,no,no,no,no,0,no,no,,excluded,excluded,no_action,,,,no,,"[{""created_at"": ""2026-09-04T21:33:47Z"", ""created_by"": ""codex_scope_audit"", ""doi"": ""10.48550/arxiv.2312.10407"", ""excluded_from_map"": ""true"", ""excluded_from_public_preview"": ""true"", ""exclusion_id"": ""exclusion-d7e2b405-5a59-49a6-a748-c45aa55df13a"", ""is_active"": ""true"", ""metadata_source"": ""openalex"", ""openalex_url"": ""https://openalex.org/W4389983109"", ""paper_id"": ""curated:e952f6b86662d0a4372a"", ""reason"": ""out_of_scope"", ""restore_note"": """", ""restored_at"": """", ""review_note"": ""2026-09-04 focused corpus-scope audit: the paper benchmarks GPT-4 image-synthesis texture fidelity and generator limitations rather than a synthetic-image forensic task."", ""source_database"": ""openalex"", ""title"": ""DeepArt: A Benchmark to Advance Fidelity Research in AI-Generated Content"", ""year"": ""2023""}, {""arxiv_id"": ""2312.10407"", ""created_at"": ""2026-09-04T21:33:47Z"", ""created_by"": ""codex_scope_audit"", ""doi"": ""10.48550/arxiv.2312.10407"", ""excluded_from_map"": ""true"", ""excluded_from_public_preview"": ""true"", ""exclusion_id"": ""exclusion-d7e2b405-5a59-49a6-a748-c45aa55df13a"", ""is_active"": ""true"", ""metadata_source"": ""openalex"", ""openalex_url"": ""https://openalex.org/W4389983109"", ""paper_id"": ""curated:e952f6b86662d0a4372a"", ""reason"": ""out_of_scope"", ""restore_note"": """", ""restored_at"": """", ""review_note"": ""2026-09-04 focused corpus-scope audit: the paper benchmarks GPT-4 image-synthesis texture fidelity and generator limitations rather than a synthetic-image forensic task."", ""source_database"": ""openalex"", ""title"": ""DeepArt: A Benchmark to Advance Fidelity Research in AI-Generated Content"", ""year"": ""2023""}]",EXCLUDE,https://arxiv.org/abs/2312.10407,"Existing active exclusion for arXiv 2312.10407 was missed because checklist lacked IDs. Preserve maintainer decision: fidelity/generator-limitations benchmark, not forensic detection/attribution.",DeepArt: A Benchmark to Advance Fidelity Research in AI-Generated Content,2023,,0.000,,0.000,,0.000
Genimage: A million-scale benchmark for detecting ai-generated image,2023,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; benchmark; dataset; source_suffix=NeurIPS, 2023",246,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,GenImage: A Million-Scale Benchmark for Detecting AI-Generated Image,curated:9c21b43f9681feb53a21,no,ambiguous exact title: GenImage: A Million-Scale Benchmark for Detecting AI-Generated Image | GenImage: A Million-Scale Benchmark for Detecting AI-Generated Image,,,,,Genimage: A million-scale benchmark for detecting ai-generated image,2023,,0.000,,0.000,,0.000
Seeing is not always believing: benchmarking human and model perception of AI-generated images,2024,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; benchmark; dataset; source_suffix=NeurIPS, 2024",247,,,,no,no,yes,yes,yes,4,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Seeing Is Not Always Believing: Benchmarking Human and Model Perception of AI-Generated Images,curated:c6bb6e1e0a4d4eb372b5,no,,,,,,Seeing is not always believing: benchmarking human and model perception of AI-generated images,2024,,0.000,,0.000,,0.000
TWIGMA: A dataset of AI-Generated Images with Metadata From Twitter,2024,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=NeurIPS, 2024",248,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,TWIGMA: A Dataset of AI-Generated Images with Metadata from Twitter,curated:a99dc95e4b7a85bd938f,no,,,,,,TWIGMA: A dataset of AI-Generated Images with Metadata From Twitter,2024,,0.000,,0.000,,0.000
Evolution of Detection Performance throughout the Online Lifespan of Synthetic Images,2025,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; dataset,249,,2408.11541,,no,no,yes,yes,yes,6,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,curated:3312da81174f7d411081,no,,,,,,Evolution of Detection Performance throughout the Online Lifespan of Synthetic Images,2025,,0.000,,0.000,,0.000
ImagiNet: A Multi-Content Dataset for Generalizable Synthetic Image Detection via Contrastive Learning,2024,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; dataset; source_suffix=arXiv 20240729,250,10.48550/arxiv.2407.20020,2407.20020,https://openalex.org/W4402963808,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,ImagiNet: A Multi-Content Benchmark for Synthetic Image Detection,curated:f76424b401abe0c0fd0c,no,,,EXISTING_CURRENT,https://arxiv.org/abs/2407.20020,arXiv 2407.20020 connects long dataset title to existing ImagiNet benchmark; retain current publication metadata.,ImagiNet: A Multi-Content Benchmark for Synthetic Image Detection,2024,,0.000,,0.000,,0.000
AntifakePrompt: Prompt-Tuned Vision-Language Models are Fake Image Detectors,2025,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; dataset,251,,,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,AntifakePrompt: Prompt-Tuned Vision-Language Models Are Fake Image Detectors,curated:718ce9e82d185c331bdf,no,,,,,,AntifakePrompt: Prompt-Tuned Vision-Language Models are Fake Image Detectors,2025,,0.000,,0.000,,0.000
FakeBench: Probing Explainable fake image detection via large multimodal models,2024,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=arXiv, 20240908. 港城",252,,,,no,no,yes,yes,yes,4,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,FakeBench: Probing Explainable Fake Image Detection via Large Multimodal Models,curated:946d44174eaedb61b7ef,no,,,,,,FakeBench: Probing Explainable fake image detection via large multimodal models,2024,,0.000,,0.000,,0.000
"Human vs. AI: A Novel Benchmark and a Comparative Study on the Detection of Generated Images and the Impact of Prompts. GenAIDetect, 2025",2025,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; benchmark; dataset,253,10.48550/arxiv.2412.09715,2412.09715,https://openalex.org/W4405432911,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,Human vs. AI: A Novel Benchmark and a Comparative Study on the Detection of Generated Images and the Impact of Prompts,curated:5fde2c559e029508e0c3,no,,,SAME_PAPER_METADATA_CONFLICT,https://aclanthology.org/2025.genaidetect-1.2/,"ACL Anthology confirms exact title and Moeßner/Adel. Remove literal backslash-n transcription error from authoritative curated paper title; preserve paper ID, taxonomy, venue and review history.",Human vs. AI: A Novel Benchmark and a Comparative Study on the Detection of Generated Images and the Impact of Prompts,2025,,0.000,,0.000,,0.000
WildFake: A Large-scale Challenging Dataset for AI-Generated Images Detection,2025,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; dataset; source_suffix=AAAI 2025,254,10.1609/aaai.v39i4.32363,2402.11843,https://openalex.org/W4409368310,yes,yes,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,WildFake: A Large-Scale and Hierarchical Dataset for AI-Generated Images Detection,curated:61211bdca508937e8a4f,no,,,EXISTING_CURRENT_PAPER,https://ojs.aaai.org/index.php/AAAI/article/view/32363; https://arxiv.org/abs/2402.11843,arXiv 2402.11843 and formal AAAI DOI identify the existing Large-Scale and Hierarchical Dataset title; publisher seven-author list matches the checklist. No addition.,WildFake: A Large-Scale and Hierarchical Dataset for AI-Generated Images Detection,2025,,0.000,,0.000,,0.000
Fake or JPEG? Revealing Common Biases in Generated Image Detection Datasets,2024,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=ECCV Workshops, 2024",255,,,,yes,yes,yes,yes,yes,3,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Fake or JPEG? Revealing Common Biases in Generated Image Detection Datasets,curated:7e8fbc2874cf4cebfcc9,no,,,,,,Fake or JPEG? Revealing Common Biases in Generated Image Detection Datasets,2024,,0.000,,0.000,,0.000
