priority_rank,mapping_status,priority,triage_status,suggested_action,public_impact,current_mapping_state,known_canonical_institutions,existing_mapping_authors,suggested_author_matches,raw_affiliation_evidence,paper_id,title,year,venue,is_key_paper,is_curated_paper,total_authors,mapped_authors,missing_authors,missing_author_names,marker_count,doi,arxiv_id,openalex_id,url
46,complete,,complete,No mapping action needed,none,confirmed,"University of Chinese Academy of Sciences | Institute of Automation, Chinese Academy of Sciences | HKISI, Chinese Academy of Sciences | Sangfor Technologies Inc.",Yiheng Li; Guoqing Xu; Yichun Yeh; Yang Yang; Zhen Lei | Zhen Lei | Zichang Tan,,"School of Artificial Intelligence, University of Chinese Academy of Sciences | MAIS, Institute of Automation, Chinese Academy of Sciences | CAIR, Hong Kong Institute of Science & Innovation, Chinese Academy of Sciences",curated:a05de778283ed84d3f90,CTForensics: A Comprehensive Dataset and Method for AI-Generated CT Image Detection,2026,arXiv,true,true,6,6,0,,4,,2603.01878,W7133363592,https://openalex.org/W7133363592
47,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W7125581744,DCNet: Learning Similarity and Spatial Complementary Features for Generalized AI-Generated Image Detection,2026,IEEE Transactions on Circuits and Systems for Video Technology,true,false,4,4,0,,3,https://doi.org/10.1109/tcsvt.2026.3656696,,W7125581744,https://doi.org/10.1109/tcsvt.2026.3656696
48,complete,,complete,No mapping action needed,none,confirmed,Florida International University,Arpan Mahara; Naphtali Rishe; Malek Adjouadi,,"Florida International University, Miami, FL 33199, USA",curated:6976641cbfe602a7e617,Forensic Detection of Generated MRI Imagery Using Autoregressive Modeling and Frequency Analysis,2026,IEEE/CVF Winter Conference on Applications of Computer Vision,true,true,3,3,0,,1,,,,https://openaccess.thecvf.com/content/WACV2026W/SAFE-2026/papers/Mahara_Forensic_Detection_of_Generated_MRI_Imagery_Using_Autoregressive_Modeling_and_WACVW_2026_paper.pdf
49,complete,,complete,No mapping action needed,none,confirmed,Comilla University | Jahangirnagar University,Md Abu Sayeb Rayhan; Ajoy Shutra Dhar | Hustagna Hiya,,"Department of Computer Science and Engineering, Comilla University, Cumilla, Bangladesh | Institute of Information Technology, Jahangirnagar University, Dhaka, Bangladesh",curated:89c6548802e6878c18c8,Forensic Invariant Learning for Synthetic Image Detection: Bridging Benford's Law and Topological Analysis with Machine Learning Ensembles,2026,"IEEE 2nd International Conference on Quantum Photonics, Artificial Intelligence & Networking",true,true,3,3,0,,4,https://doi.org/10.1109/qpain69676.2026.11546484,,W7164298589,https://doi.org/10.1109/qpain69676.2026.11546484
50,complete,,complete,No mapping action needed,none,confirmed,Technion – Israel Institute of Technology | Fujitsu Research of Europe,Roy Betser; Guy Gilboa | Roy Betser; Omer Hofman; Roman Vainshtein,,Technion - Israel Institute of Technology | Fujitsu Research of Europe,curated:f105a82454d369e100b9,General and Domain-Specific Zero-Shot Detection of Generated Images via Conditional Likelihood,2026,IEEE/CVF Winter Conference on Applications of Computer Vision,true,true,4,4,0,,2,10.1109/wacv61042.2026.00754,2512.05590,W4417143023,https://doi.org/10.1109/wacv61042.2026.00754
51,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W7128674854,"GReX-Bench: Benchmarking Generalization, Robustness, and Explainability in AI-Generated Image Detection",2026,Research Square,true,false,3,3,0,,2,10.21203/rs.3.rs-8633550/v1,,W7128674854,https://doi.org/10.21203/rs.3.rs-8633550/v1
52,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W7164742316,"Interpol Review of Detection of AI-Generated Image and Video Deepfakes, 2022-2025",2026,Forensic Science International Synergy,true,false,4,4,0,,2,10.1016/j.fsisyn.2026.100704,,W7164742316,https://doi.org/10.1016/j.fsisyn.2026.100704
53,complete,,complete,No mapping action needed,none,confirmed,Government Sadiq College Women University | Nanfang College Guangzhou | Gachon University,Nimra Nasir; Syeda Sitara Waseem | Muhammad Bilal | Syed Rizwan Hassan,,"Department of Computer Science & IT, The Govt. Sadiq College Women University, Bahawalpur 63100, Pakistan | School of Engineering, Nanfang College Guangzhou, Guangzhou 510970, China | Department of Computer Engineering, Gachon University, Seongnam-si 13120, Republic of Korea",curated:3ea88dc6c3224d22d416,IoT-Oriented Security for Small Sensor Systems Using DnCNN Denoising and Multimodal Feature Fusion for Image Forgery Detection,2026,Sensors,true,true,4,4,0,,3,https://doi.org/10.3390/s26041172,,W7128586659,https://doi.org/10.3390/s26041172
54,complete,,complete,No mapping action needed,none,confirmed,Hefei University of Technology,Yawen Yang; Feng Li; Shuqi Kong; Yunfeng Diao; Xinjian Gao; Zenglin Shi; Meng Wang,,,curated:3fcd3bc4dd2c9d8c3b80,Layer Consistency Matters: Elegant Latent Transition Discrepancy for Generalizable Synthetic Image Detection,2026,IEEE/CVF Conference on Computer Vision and Pattern Recognition,true,true,7,7,0,,1,https://doi.org/10.48550/arxiv.2603.10598,2603.10598,W7135092069,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Layer_Consistency_Matters_Elegant_Latent_Transition_Discrepancy_for_Generalizable_Synthetic_CVPR_2026_paper.pdf
55,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W7128818896,Penny-Wise and Pound-Foolish in AI-Generated Image Detection,2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,true,false,5,5,0,,3,https://doi.org/10.1109/tpami.2026.3664388,,W7128818896,https://doi.org/10.1109/tpami.2026.3664388
56,complete,,complete,No mapping action needed,none,confirmed,Wanjiang University of Technology,Liting Zhang; Peng Xiong; Jintao Wang,,"School of Computer & Artificial Intelligence, Wanjiang University of Technology, Ma’anshan, 243000, Anhui, China",curated:0f774e5d7c63020bdc50,Privacy-Preserving and Zero-Shot Detection Strategies for Multimodal AI-Generated Content,2026,Neurocomputing,true,true,3,3,0,,1,10.1016/j.neucom.2026.133229,,W7133555253,https://doi.org/10.1016/j.neucom.2026.133229
57,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W7131898118,Semantic Distribution and Authenticity Discrepancy Alignment for AI-Generated Image Detection,2026,IEEE Transactions on Multimedia,true,false,5,5,0,,4,https://doi.org/10.1109/tmm.2026.3668513,,W7131898118,https://doi.org/10.1109/tmm.2026.3668513
58,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W7125951995,Transferable Dual-Domain Feature Importance Attack Against AI-Generated Image Detector,2026,IEEE Signal Processing Letters,true,false,5,5,0,,4,10.1109/lsp.2026.3658434,,W7125951995,https://doi.org/10.1109/lsp.2026.3658434
59,complete,,complete,No mapping action needed,none,confirmed,Gachon University,Qiaoyue Man; Young-Im Cho,,"Department of Computer Engineering, Gachon University, 1342 Seongnamdaero, Sujeong-gu, Seongnam-si 13120, Republic of Korea",curated:67a6b7828afaed59e1c0,Transformer Based on Multi-Domain Feature Fusion for AI-Generated Image Detection,2026,Electronics,true,true,2,2,0,,1,10.3390/electronics15030716,,W7128159442,https://doi.org/10.3390/electronics15030716
60,complete,,complete,No mapping action needed,none,confirmed,University of Naples Federico II | Google DeepMind,Fabrizio Guillaro; Giada Zingarini; Davide Cozzolino; Luisa Verdoliva | Ben Usman; Avneesh Sud,,University Federico II of Naples | Google DeepMind,openalex:W4413145917,A Bias-Free Training Paradigm for More General AI-generated Image Detection,2025,IEEE/CVF Conference on Computer Vision and Pattern Recognition,true,false,6,6,0,,2,10.1109/cvpr52734.2025.01741,2412.17671,W4413145917,https://doi.org/10.1109/cvpr52734.2025.01741
61,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4406867188,A Deepfake Image Detection Method Based on a Multi-Graph Attention Network,2025,Electronics,true,false,6,6,0,,1,10.3390/electronics14030482,,W4406867188,https://doi.org/10.3390/electronics14030482
62,complete,,complete,No mapping action needed,none,confirmed,Xiaohongshu Inc. | University of Science and Technology of China | Shanghai Jiao Tong University,Shilin Yan; Jiayin Cai; Xiaolong Jiang; Yao Hu | Ouxiang Li; Yanbin Hao | Weidi Xie,,,curated:f9eac1aa13a606c6ec88,A Sanity Check for AI-Generated Image Detection,2025,International Conference on Learning Representations,true,true,7,7,0,,3,10.48550/arxiv.2406.19435,2406.19435,W4400222289,https://proceedings.iclr.cc/paper_files/paper/2025/file/b0303773962ea1b5394c3a83cc7dd066-Paper-Conference.pdf
63,complete,,complete,No mapping action needed,none,confirmed,University of Waterloo | Mohamed bin Zayed University of Artificial Intelligence | University of Bergen,Yichen Jiang; Fakhri Karray | Mohammed Talha Alam | Sohail Ahmed Khan; Duc-Tien Dang-Nguyen,,"University of Waterloo, Canada | MBZUAI, UAE | University of Bergen, Norway",openalex:W7117078863,AdaptPrompt: Parameter-Efficient Adaptation of VLMs for Generalizable Deepfake Detection,2025,arXiv,true,false,5,5,0,,3,,2512.17730,W7117078863,https://openalex.org/W7117078863
64,complete,,complete,No mapping action needed,none,confirmed,University of Bologna | University of Naples Federico II | IdentifAI,Lorenzo Pellegrini; Serafino Pandolfini; Davide Maltoni; Matteo Ferrara | Davide Cozzolino; Luisa Verdoliva | Marco Prati; Marco Ramilli,,"Dipartimento di Informatica - Scienza e Ingegneria (DISI) Universita di Bologna, Cesena, Italy | Dipartimento di Ingegneria Elettrica e delle Tecnologie dell’Informazione (DIETI) Universita degli Studi di Napoli Federico II, Naples, Italy | IdentifAI, Italy",curated:c9c2682178c0f22b648f,AI-GenBench: A New Ongoing Benchmark for AI-Generated Image Detection,2025,International Joint Conference on Neural Networks,true,true,8,8,0,,3,10.1109/ijcnn64981.2025.11228377,2504.20865,W4416252067,https://doi.org/10.1109/ijcnn64981.2025.11228377
65,complete,,complete,No mapping action needed,none,confirmed,Xiamen University | Tencent Youtu Lab,Ziyin Zhou; Ke Sun; Jiayi Ji; Xiaoshuai Sun; Rongrong Ji | Yunpeng Luo; Yuanchen Wu; Ke Yan; Shouhong Ding; Yunsheng Wu,,"Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China, Xiamen University | Tencent YouTu Lab",curated:2465f28a94bb45bec499,AIGI-Holmes: Towards Explainable and Generalizable AI-Generated Image Detection via Multimodal Large Language Models,2025,IEEE/CVF International Conference on Computer Vision,true,true,10,10,0,,2,https://doi.org/10.1109/iccv51701.2025.01742,2507.02664,W4415343382,https://doi.org/10.1109/iccv51701.2025.01742
66,complete,,complete,No mapping action needed,none,confirmed,University of Wisconsin-Madison,Anirudh Sundara Rajan; Utkarsh Ojha; Jedidiah Schloesser; Yong Jae Lee,,All listed authors are affiliated with University of Wisconsin-Madison.,curated:0b34eeaa2b4f5b0a7b3b,Aligned Datasets Improve Detection of Latent Diffusion-Generated Images,2025,International Conference on Learning Representations,true,true,4,4,0,,1,10.48550/arxiv.2410.11835,2410.11835,W4403575374,https://proceedings.iclr.cc/paper_files/paper/2025/file/9ead108421b202494d01b5060d12aa34-Paper-Conference.pdf
67,complete,,complete,No mapping action needed,none,confirmed,National Yang Ming Chiao Tung University | Netflix Eyeline Studios,Chen Yeh; You-Ming Chang; Wei-Chen Chiu | Ning Yu,,,curated:718ce9e82d185c331bdf,AntifakePrompt: Prompt-Tuned Vision-Language Models Are Fake Image Detectors,2025,International Conference on Learning Representations,true,true,4,4,0,,2,10.48550/arxiv.2310.17419,2310.17419,W4387994353,https://openreview.net/pdf?id=TvSkPlDTVw
68,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4413144629,Any-Resolution AI-Generated Image Detection by Spectral Learning,2025,IEEE/CVF Conference on Computer Vision and Pattern Recognition,true,false,4,4,0,,2,10.1109/cvpr52734.2025.01743,2411.19417,W4413144629,https://doi.org/10.1109/cvpr52734.2025.01743
69,complete,,complete,No mapping action needed,none,confirmed,Sun Yat-sen University | Xi'an Jiaotong University | Tsinghua University | Peng Cheng Laboratory,Yao Xiao; Binbin Yang; Weiyan Chen; Zijie Cao; Ziyi Dong; Liang Lin; Pengxu Wei | Jiahao Chen; Wei Ke | Xiangyang Ji | Liang Lin; Pengxu Wei,,"School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, China | School of Software Engineering, Xi’an Jiaotong University, Xi’an, China | Department of Automation, Tsinghua University, Beijing, China | Peng Cheng Laboratory, Shenzhen, China",curated:7693a9c0107feaf90e10,Are High-Quality AI-Generated Images More Difficult for Models to Detect?,2025,International Conference on Machine Learning,true,true,10,10,0,,4,,,,https://openreview.net/pdf?id=sKYdVKE1tS
70,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4411979039,Art or Artifact? Segmenting AI-Generated Images for Deeper Detection,2025,Workshop on Security Implications of Deepfakes and Cheapfakes,true,false,3,3,0,,1,10.1145/3709022.3736544,,W4411979039,https://doi.org/10.1145/3709022.3736544
71,complete,,complete,No mapping action needed,none,confirmed,Drexel University,Aref Azizpour; Tai D. Nguyen; Matthew C. Stamm,,"Drexel University, Philadelphia, PA, USA",curated:5f105b70c28ce5beeb0b,Autonomous and Self-Adapting System for Synthetic Media Detection and Attribution,2025,arXiv,true,true,3,3,0,,1,10.48550/arxiv.2504.03615,2504.03615,W4415980694,https://openalex.org/W4415980694
72,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4413146215,Beyond Generation: A Diffusion-based Low-level Feature Extractor for Detecting AI-generated Images,2025,IEEE/CVF Conference on Computer Vision and Pattern Recognition,true,false,5,5,0,,2,10.1109/cvpr52734.2025.00773,,W4413146215,https://doi.org/10.1109/cvpr52734.2025.00773
73,complete,,complete,No mapping action needed,none,confirmed,Polytechnic University of Hauts-de-France | Khalifa University | Technical University of Madrid | Sorbonne University Abu Dhabi,Mamadou Keïta; Hessen Bougueffa Eutamene; Abdelmalik Taleb‐Ahmed | Wassim Hamidouche | David Camacho | Abdenour Hadid,,"Laboratory of IEMN, University Polytechnique Hauts-de-France, Valenciennes, France | Khalifa University, Abu Dhabi, UAE | Technical University of Madrid, Madrid, Spain | Sorbonne University, Abu Dhabi, UAE",openalex:W4406160881,Bi‐ <scp>LORA</scp> : A Vision‐Language Approach for Synthetic Image Detection,2025,Expert Systems,true,false,6,6,0,,4,10.1111/exsy.13829,2404.01959,W4406160881,https://doi.org/10.1111/exsy.13829
74,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4412624408,BOSC: A Backdoor-Based Framework for Open Set Synthetic Image Attribution,2025,IEEE Transactions on Information Forensics and Security,true,false,3,3,0,,1,10.1109/tifs.2025.3592531,2405.11491,W4412624408,https://doi.org/10.1109/tifs.2025.3592531
75,complete,,complete,No mapping action needed,none,confirmed,Beijing Normal University | University of Chinese Academy of Sciences | Fudan University | Central University of Finance and Economics | Tsinghua University,Chunxiao Li; Boming Miao | Xiaoxiao Wang | Meiling Li | Peng Sun | Yunjian Zhang; Xiangyang Ji; Yao Zhu,,"Beijing Normal University, Beijing, China | University of Chinese Academy of Sciences, Beijing, China | Fudan University, Shanghai, China | Central University of Finance and Economics, Beijing, China | Tsinghua University, Beijing, China",curated:e256ad6b672c3cf433ba,Bridging the Gap Between Ideal and Real-World Evaluation: Benchmarking AI-Generated Image Detection in Challenging Scenarios,2025,IEEE/CVF International Conference on Computer Vision,true,true,8,8,0,,5,10.1109/iccv51701.2025.01895,2509.09172,W4417071442,https://doi.org/10.1109/iccv51701.2025.01895
