title,year,authors,doi,arxiv_id,openalex_url,paper_url,expected_task,source_doc,section,notes,openalex_link_status,openalex_link_reason,search_strategy_used,candidate_source_query,title_similarity,candidate_title,candidate_year,candidate_openalex_url,candidate_doi,candidate_paper_url,enriched_openalex_url,enriched_doi,enriched_paper_url
Single-Model Attribution of Generative Models Through Final-Layer Inversion,2024,"Mike Laszkiewicz, Jonas Ricker, Johannes Lederer, Asja Fischer. Ruhr University Bochum, Germany",,,,https://proceedings.mlr.press/v235/laszkiewicz24a.html,source_attribution,Z_Update_SIA.docx,Verification | Literature summary,"source_suffix=ICML, 2024",linked_to_openalex,exact normalized title; similarity 1.000; year difference 1.,search,Single-Model Attribution of Generative Models Through Final-Layer Inversion,1.000,Single-Model Attribution of Generative Models Through Final-Layer Inversion,2023,https://openalex.org/W4380551225,10.48550/arxiv.2306.06210,http://arxiv.org/abs/2306.06210,https://openalex.org/W4380551225,10.48550/arxiv.2306.06210,http://arxiv.org/abs/2306.06210
"Attributing and Detecting Fake Images Generated by Known GANs. SPW, 2020",2020,"Matthew Joslin and Shuang Hao. University of Texas at Dallas, USA",,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9283853,detection_and_source_attribution,Z_Update_SIA.docx,Verification | Literature summary,,not_found_in_openalex,No plausible title match; best similarity was 0.423.,search,Attributing and Detecting Fake Images Generated by Known GANs SPW 2020,0.423,"Adversarial Attacks and Defenses in Images, Graphs and Text: A Review",2020,https://openalex.org/W2974581576,10.1007/s11633-019-1211-x,https://doi.org/10.1007/s11633-019-1211-x,,,
Which Model Generated This Image? A Model-Agnostic Approach for Origin Attribution,2024,"Fengyuan Liu, Haochen Luo, Yiming Li, Philip Torr, and Jindong Gu. Oxford University",,,,,source_attribution,Z_Update_SIA.docx,Verification | Literature summary,"source_suffix=ECCV, 2024",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,Which Model Generated This Image A Model-Agnostic Approach for Origin Attribution,1.000,Which Model Generated This Image? A Model-Agnostic Approach for Origin Attribution,2024,https://openalex.org/W4403906547,10.1007/978-3-031-73033-7_16,https://doi.org/10.1007/978-3-031-73033-7_16,https://openalex.org/W4403906547,10.1007/978-3-031-73033-7_16,https://doi.org/10.1007/978-3-031-73033-7_16
A siamese-based verification system for open-set architecture attribution of synthetic images,2024,"Lydia Abady, Jun Wang, Benedetta Tondi, Mauro Barni. University of Siena, Italy",,,,https://www.sciencedirect.com/science/article/pii/S0167865524000709,source_attribution,Z_Update_SIA.docx,Verification | Literature summary,"source_suffix=PRL, 2024",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,A siamese-based verification system for open-set architecture attribution of synthetic images,1.000,A siamese-based verification system for open-set architecture attribution of synthetic images,2024,https://openalex.org/W4392453284,10.1016/j.patrec.2024.03.002,https://doi.org/10.1016/j.patrec.2024.03.002,https://openalex.org/W4392453284,10.1016/j.patrec.2024.03.002,https://doi.org/10.1016/j.patrec.2024.03.002
FreqCross: A Multi-Modal Frequency-Spatial Fusion Network for Robust Detection of Stable Diffusion 3.5 Generated Images. 20250708,2025,Guang Yang. UC Berkley,,,,,source_attribution,Z_Update_SIA.docx,Verification,source_suffix=arXiv,not_found_in_openalex,OpenAlex returned no usable title candidates.,,,,,,,,,,,
WILD: a new in-the-Wild Image Linkage Dataset for synthetic image attribution,2025,"Pietro Bongini, et al.",,,,,source_attribution,Z_Update_SIA.docx,Dataset,"auxiliary; dataset; source_suffix=IJCNN workshop, 2025",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,WILD a new in-the-Wild Image Linkage Dataset for synthetic image attribution,1.000,WILD: a new in-the-Wild Image Linkage Dataset for synthetic image attribution,2025,https://openalex.org/W4416252268,10.1109/ijcnn64981.2025.11227289,https://doi.org/10.1109/ijcnn64981.2025.11227289,https://openalex.org/W4416252268,10.1109/ijcnn64981.2025.11227289,https://doi.org/10.1109/ijcnn64981.2025.11227289
"Deepfake attribution: On the source identification of artificially generated images. Wires, 2021",2021,,10.1002/widm.1438,,,https://wires.onlinelibrary.wiley.com/doi/epdf/10.1002/widm.1438,source_attribution,Z_Update_SIA.docx,Literature summary,,not_found_in_openalex,No plausible title match; best similarity was 0.469.,search,Deepfake attribution On the source identification of artificially generated images Wires 2021,0.469,A robust ensemble model for Deepfake detection of GAN-generated images on social media,2025,https://openalex.org/W4409526923,10.1007/s10791-025-09538-w,https://doi.org/10.1007/s10791-025-09538-w,,,
Detection of GAN-generated Fake Images over Social Networks,2018,"Francesco Marra, Diego Gragnaniello, Davide Cozzolino, Luisa Verdoliva. Italy",,,,https://ieeexplore.ieee.org/document/8397040,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=MIPR, 2018",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Detection of GAN-generated Fake Images over Social Networks,1.000,Detection of GAN-Generated Fake Images over Social Networks,2018,https://openalex.org/W2811414481,10.1109/mipr.2018.00084,https://doi.org/10.1109/mipr.2018.00084,https://openalex.org/W2811414481,10.1109/mipr.2018.00084,https://doi.org/10.1109/mipr.2018.00084
Incremental learning for the detection and classification of GAN-generated images,2019,"Francesco Marra, Cristiano Saltori†, Giulia Boato and Luisa Verdoliva. Italy",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,source_suffix=WIFS 2019,linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,Incremental learning for the detection and classification of GAN-generated images,1.000,Incremental learning for the detection and classification of GAN-generated images,2019,https://openalex.org/W3010699567,10.1109/wifs47025.2019.9035099,http://hdl.handle.net/11572/296754,https://openalex.org/W3010699567,10.1109/wifs47025.2019.9035099,http://hdl.handle.net/11572/296754
Detecting and Simulating Artifacts in GAN Fake Images,2019,"Xu Zhang, Svebor Karaman, and Shih-Fu Chang. USA",,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9035107,detection,Z_Update_SID-2018-2025.docx,Detection,source_suffix=WIFS 2019,linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,Detecting and Simulating Artifacts in GAN Fake Images,1.000,Detecting and Simulating Artifacts in GAN Fake Images,2019,https://openalex.org/W3012472557,10.1109/wifs47025.2019.9035107,https://doi.org/10.1109/wifs47025.2019.9035107,https://openalex.org/W3012472557,10.1109/wifs47025.2019.9035107,https://doi.org/10.1109/wifs47025.2019.9035107
Detecting GAN generated Fake Images using Co-occurrence Matrices,2019,"Nataraj, Lakshmanan; Mohammed, Tajuddin Manhar; Manjunath, B. S.; Chandrasekaran, Shivkumar; Flenner, Arjuna; Bappy, Jawadul H.; Roy-Chowdhury, Amit K",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=Electronic Imaging, 2019",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,Detecting GAN generated Fake Images using Co-occurrence Matrices,1.000,Detecting GAN generated Fake Images using Co-occurrence Matrices,2019,https://openalex.org/W2975558816,10.2352/issn.2470-1173.2019.5.mwsf-532,https://doi.org/10.2352/issn.2470-1173.2019.5.mwsf-532,https://openalex.org/W2975558816,10.2352/issn.2470-1173.2019.5.mwsf-532,https://doi.org/10.2352/issn.2470-1173.2019.5.mwsf-532
CNN-generated images are surprisingly easy to spot...for now,2020,"Sheng-Yu Wang, Oliver Wang, Richard Zhang, Andrew Owens, Alexei A. Efros. CVPR, 2020.",,,,https://openaccess.thecvf.com/content_CVPR_2020/papers/Wang_CNN-Generated_Images_Are_Surprisingly_Easy_to_Spot..._for_Now_CVPR_2020_paper.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,,linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 3 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,CNN-generated images are surprisingly easy to spot for now,1.000,CNN-Generated Images Are Surprisingly Easy to Spot… for Now,2020,https://openalex.org/W3034577585,10.1109/cvpr42600.2020.00872,https://doi.org/10.1109/cvpr42600.2020.00872,https://openalex.org/W3034577585,10.1109/cvpr42600.2020.00872,https://doi.org/10.1109/cvpr42600.2020.00872
Watch your Up-Convolution: CNN Based Generative Deep Neural Networks are Failing to Reproduce Spectral Distributions,2020,"Ricard Durall, Margret Keuper, Janis Keuper. CVPR, 2020.",,,,https://openaccess.thecvf.com/content_CVPR_2020/papers/Durall_Watch_Your_Up-Convolution_CNN_Based_Generative_Deep_Neural_Networks_Are_CVPR_2020_paper.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,,linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 3 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,Watch your Up-Convolution CNN Based Generative Deep Neural Networks are Failing to Reproduce Spectral Distributions,1.000,Watch your Up-Convolution: CNN Based Generative Deep Neural Networks are Failing to Reproduce Spectral Distributions,2020,https://openalex.org/W3034864980,10.1109/cvpr42600.2020.00791,https://opus.hs-offenburg.de/frontdoor/index/index/docId/4413,https://openalex.org/W3034864980,10.1109/cvpr42600.2020.00791,https://opus.hs-offenburg.de/frontdoor/index/index/docId/4413
Fourier Spectrum Discrepancies in Deep Network Generated Images,2020,"Tarik Dzanic, Karan Shah, Freddie Witherden. NeurIPS, 2020.",,,,https://proceedings.neurips.cc/paper_files/paper/2020/file/1f8d87e1161af68b81bace188a1ec624-Paper.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,,linked_to_openalex,exact normalized title; similarity 1.000; year difference 1.,search,Fourier Spectrum Discrepancies in Deep Network Generated Images,1.000,Fourier Spectrum Discrepancies in Deep Network Generated Images,2019,https://openalex.org/W2985484909,10.48550/arxiv.1911.06465,http://arxiv.org/abs/1911.06465,https://openalex.org/W2985484909,10.48550/arxiv.1911.06465,http://arxiv.org/abs/1911.06465
T-GD: Transferable GAN-generated Images Detection Framework,2020,"Hyeonseong Jeon, Youngoh Bang, Junyaup Kim, Simon S. Woo.",10.5555/3524938.3525379,,,https://dl.acm.org/doi/pdf/10.5555/3524938.3525379,detection,Z_Update_SID-2018-2025.docx,Detection,source_suffix=ICML 2020,linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,T-GD Transferable GAN-generated Images Detection Framework,1.000,T-GD: Transferable GAN-generated Images Detection Framework,2020,https://openalex.org/W3034547531,10.48550/arxiv.2008.04115,http://arxiv.org/abs/2008.04115,https://openalex.org/W3034547531,10.48550/arxiv.2008.04115,http://arxiv.org/abs/2008.04115
On the use of Benford’s law to detect GAN-generated images,2020,"N. Bonettini, P. Bestagini, S. Milani, and S. Tubaro. ICPR, 2020.",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,,linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,On the use of Benford’s law to detect GAN-generated images,1.000,On the use of Benford's law to detect GAN-generated images,2020,https://openalex.org/W3161986877,10.1109/icpr48806.2021.9412944,http://hdl.handle.net/11311/1183743,https://openalex.org/W3161986877,10.1109/icpr48806.2021.9412944,http://hdl.handle.net/11311/1183743
GAN-Generated Image Detection With Self-Attention Mechanism Against GAN Generator Defect,2020,"Zhongjie Mi, Xinghao Jiang, Tanfeng Sun, and Ke Xu. IEEE Journal of Selected Topics in Signal Processing, 2020. 上交",,,,https://ieeexplore.ieee.org/abstract/document/9093190,detection,Z_Update_SID-2018-2025.docx,Detection,,linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,GAN-Generated Image Detection With Self-Attention Mechanism Against GAN Generator Defect,1.000,GAN-Generated Image Detection With Self-Attention Mechanism Against GAN Generator Defect,2020,https://openalex.org/W3024207815,10.1109/jstsp.2020.2994523,https://doi.org/10.1109/jstsp.2020.2994523,https://openalex.org/W3024207815,10.1109/jstsp.2020.2994523,https://doi.org/10.1109/jstsp.2020.2994523
Beyond the Spectrum: Detecting Deepfakes via Re-Synthesis,2021,"Yang He, Ning Yu, Margret Keuper, Mario Fritz.",,,,https://www.ijcai.org/proceedings/2021/349,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=IJCAI, 2021",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,Beyond the Spectrum Detecting Deepfakes via Re-Synthesis,1.000,Beyond the Spectrum: Detecting Deepfakes via Re-Synthesis,2021,https://openalex.org/W3187526215,10.24963/ijcai.2021/349,https://doi.org/10.24963/ijcai.2021/349,https://openalex.org/W3187526215,10.24963/ijcai.2021/349,https://doi.org/10.24963/ijcai.2021/349
Detection of GAN-Generated Images by Estimating Artifact Similarity,2021,"Weichuang Li, Peisong He, Haoliang Li, Hongxia Wang, Ruimei Zhang. SPL, 2021. 川大",,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9626582,detection,Z_Update_SID-2018-2025.docx,Detection,,linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Detection of GAN-Generated Images by Estimating Artifact Similarity,1.000,Detection of GAN-Generated Images by Estimating Artifact Similarity,2021,https://openalex.org/W3217278836,10.1109/lsp.2021.3130525,https://doi.org/10.1109/lsp.2021.3130525,https://openalex.org/W3217278836,10.1109/lsp.2021.3130525,https://doi.org/10.1109/lsp.2021.3130525
Detecting Generated Images by Real Images,2022,"Bo Liu, Fan Yang, Xiuli Bi, Bin Xiao, Weisheng Li, Xinbo Gao.",10.1007/978-3-031-19781-9.pdf,,,https://link.springer.com/content/pdf/10.1007/978-3-031-19781-9.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=ECCV, 2022",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Detecting Generated Images by Real Images,1.000,Detecting Generated Images by Real Images,2022,https://openalex.org/W4313189772,10.1007/978-3-031-19781-9_6,https://doi.org/10.1007/978-3-031-19781-9_6,https://openalex.org/W4313189772,10.1007/978-3-031-19781-9_6,https://doi.org/10.1007/978-3-031-19781-9_6
