title,year,doi,openalex_url,venue,authors,arxiv_id,arxiv_url,arxiv_year,match_status,title_similarity,author_overlap,match_reason,source,manual_review
A flow cytometry-based screen for synthetic riboswitches,2008,10.1093/nar/gkn924,https://openalex.org/W2115810735,Nucleic Acids Research,Sean Lynch; Justin P. Gallivan,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Synthetic Image Verification in the Era of Generative Artificial Intelligence: What Works and What Isn’t There yet,2024,10.1109/msec.2024.3376637,https://openalex.org/W4393972628,IEEE Security & Privacy,Diangarti Bhalang Tariang; Riccardo Corvi; Davide Cozzolino; Giovanni Poggi; Koki Nagano; Luisa Verdoliva,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Automatic Personality Perception: Prediction of Trait Attribution Based on Prosodic Features,2012,10.1109/t-affc.2012.5,https://openalex.org/W2165312226,IEEE Transactions on Affective Computing,Gelareh Mohammadi; Alessandro Vinciarelli,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Organic Photodetectors and their Application in Large Area and Flexible Image Sensors: The Role of Dark Current,2019,10.1002/adfm.201904205,https://openalex.org/W2983019972,Advanced Functional Materials,Giulio Simone; Matthew Dyson; Stefan C. J. Meskers; René A. J. Janssen; Gerwin H. Gelinck,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Functional DNA-based cytoskeletons for synthetic cells,2022,10.1038/s41557-022-00945-w,https://openalex.org/W4283158868,Nature Chemistry,Pengfei Zhan; Kevin Jahnke; Na Liu; Kerstin Göpfrich,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Synthetic incoherent feedforward circuits show adaptation to the amount of their genetic template,2011,10.1038/msb.2011.49,https://openalex.org/W2127793379,Molecular Systems Biology,Leonidas Bleris; Zhen Xie; David S. Glass; Asa Adadey; Eduardo D. Sontag; Yaakov Benenson,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Visual Feature Attribution Using Wasserstein GANs,2018,10.1109/cvpr.2018.00867,https://openalex.org/W2768946717,2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,Christian F. Baumgartner; Lisa M. Koch; Kerem Can Tezcan; Jia Xi Ang; Ender Konukoğlu,1711.08998,https://arxiv.org/abs/1711.08998,2017,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
Programming multicellular assembly with synthetic cell adhesion molecules,2022,10.1038/s41586-022-05622-z,https://openalex.org/W4311283135,Nature,Adam J. Stevens; Andrew R. Harris; Josiah Gerdts; Ki H. Kim; Coralie Trentesaux; Jonathan T. Ramirez; Wesley L. McKeithan; Faranak Fattahi; Ophir D. Klein; Daniel A. Fletcher; Wendell A. Lim,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Modeling first impressions from highly variable facial images,2014,10.1073/pnas.1409860111,https://openalex.org/W2133009022,Proceedings of the National Academy of Sciences,Richard J. W. Vernon; Clare Sutherland; Andrew W. Young; Tom T. Hartley,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Effects of UV radiation on natural and synthetic materials,2023,10.1007/s43630-023-00377-6,https://openalex.org/W4364353319,Photochemical & Photobiological Sciences,Anthony L. Andrady; Anu Heikkilä; Krishna K. Pandey; Laura S. Bruckman; Christopher C. White; Meifang Zhu; Liping Zhu,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
The Future of Fentanyl and Other Synthetic Opioids,2019,10.7249/rr3117,https://openalex.org/W2970380227,RAND Corporation eBooks,Bryce Pardo; Jirka Taylor; Jonathan P. Caulkins; Beau Kilmer; Peter Reuter; Bradley D. Stein,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
On the resolution limit of digital particle image velocimetry,2012,10.1007/s00348-012-1280-x,https://openalex.org/W2000120739,Experiments in Fluids,Christian J. Kähler; Sven Scharnowski; Christian Cierpka,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Evaluating Data Attribution for Text-to-Image Models,2023,10.1109/iccv51070.2023.00661,https://openalex.org/W4390873372,2023 IEEE/CVF International Conference on Computer Vision (ICCV),Sheng-Yu Wang; Alexei A. Efros; Jun-Yan Zhu; Richard Zhang,2306.09345v2,https://arxiv.org/abs/2306.09345v2,2023,linked_to_arxiv,1.000,1.000,Strong title match; arXiv year 2023 is diagnostic only.,arxiv_api,true
Hyperspectral Image Classification—Traditional to Deep Models: A Survey for Future Prospects,2021,10.1109/jstars.2021.3133021,https://openalex.org/W3122028341,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,Muhammad Ahmad; Sidrah Shabbir; Swalpa Kumar Roy; Danfeng Hong; Xin Wu; Jing Yao; Adil Khan; Manuel Mazzara; Salvatore Distefano; Jocelyn Chanussot,2101.06116,https://arxiv.org/abs/2101.06116,2021,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
A unified design space of synthetic stripe-forming networks,2014,10.1038/ncomms5905,https://openalex.org/W1991793399,Nature Communications,Yolanda Schaerli; Andreea Munteanu; Magüi Gili; James Cotterell; James Sharpe; Mark Isalan,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Survey of explainable artificial intelligence techniques for biomedical imaging with deep neural networks,2023,10.1016/j.compbiomed.2023.106668,https://openalex.org/W4321350922,Computers in Biology and Medicine,Sajid Nazir; Diane M. Dickson; Muhammad Usman Akram,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
"Integration of Optical and Synthetic Aperture Radar Imagery for Improving Crop Mapping in Northwestern Benin, West Africa",2014,10.3390/rs6076472,https://openalex.org/W1985154454,Remote Sensing,Gerald Forkuor; Christopher Conrad; Michael Thiel; Tobias Ullmann; Evence Zoungrana,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
"Silver Nanoparticles: Synthetic Routes, In Vitro Toxicity and Theranostic Applications for Cancer Disease",2018,10.3390/nano8050319,https://openalex.org/W2799317869,Nanomaterials,Valeria De Matteis; Mariafrancesca Cascione; Chiara Cristina Toma; Stefano Leporatti,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Deep Learning for SAR Image Despeckling,2019,10.3390/rs11131532,https://openalex.org/W2954537798,Remote Sensing,Francesco Lattari; Borja G. León; Francesco Asaro; Alessio Rucci; Claudio Maria Prati; Matteo Matteucci,,,,not_found_in_arxiv,0.692,0.000,Best title similarity 0.692 was below the review threshold.,arxiv_api,true
Tracking the emergence of synthetic biology,2017,10.1007/s11192-017-2452-5,https://openalex.org/W2734032589,Scientometrics,Philip Shapira; Seokbeom Kwon; Jan Youtie,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
DeepFake Detection for Human Face Images and Videos: A Survey,2022,10.1109/access.2022.3151186,https://openalex.org/W4211008685,IEEE Access,Asad Malik; Minoru Kuribayashi; Sani M. Abdullahi; Ahmad Neyaz Khan,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
EKILA: Synthetic Media Provenance and Attribution for Generative Art,2023,10.1109/cvprw59228.2023.00098,https://openalex.org/W4385801341,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),Kar Balan; Shruti Agarwal; Simon Jenni; Andy Parsons; Andrew Gilbert; John Collomosse,2304.04639v1,https://arxiv.org/abs/2304.04639v1,2023,linked_to_arxiv,1.000,1.000,Strong title match; arXiv year 2023 is diagnostic only.,arxiv_api,true
Deep Learning for Image Enhancement and Correction in Magnetic Resonance Imaging—State-of-the-Art and Challenges,2022,10.1007/s10278-022-00721-9,https://openalex.org/W4308055694,Journal of Digital Imaging,Zhaolin Chen; Kamlesh Pawar; Mevan Ekanayake; Cameron Dennis Pain; Shenjun Zhong; Gary F. Egan,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Automated model-predictive design of synthetic promoters to control transcriptional profiles in bacteria,2022,10.1038/s41467-022-32829-5,https://openalex.org/W4294237795,Nature Communications,Travis L. LaFleur; Ayaan Hossain; Howard M. Salis,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Synthetic RNA–protein modules integrated with native translation mechanisms to control gene expression in malaria parasites,2016,10.1038/ncomms10727,https://openalex.org/W2320132985,Nature Communications,Suresh M. Ganesan; Alejandra Falla; Stephen J. Goldfless; Armiyaw S. Nasamu; Jacquin C. Niles,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
A New Technique for Segmentation of the Oil Spills From Synthetic-Aperture Radar Images Using Convolutional Neural Network,2022,10.1109/jstars.2022.3213768,https://openalex.org/W4312238141,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,Fatemeh Mahmoudi Ghara; Shahriar B. Shokouhi; Gholamreza Akbarizadeh,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
A Robust Approach for Brain Tumor Detection in Magnetic Resonance Images Using Finetuned EfficientNet,2022,10.1109/access.2022.3184113,https://openalex.org/W4285275086,IEEE Access,Hasnain Ali Shah; Faisal Saeed; Sangseok Yun; Jun‐Hyun Park; Anand Paul; Jae‐Mo Kang,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Underwater Image Enhancement With a Deep Residual Framework,2019,10.1109/access.2019.2928976,https://openalex.org/W2956328874,IEEE Access,Peng Liu; Guoyu Wang; Hao Qi; Chufeng Zhang; Haiyong Zheng; Zhibin Yu,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
A synthetic hydrogel for the high-throughput study of cell–ECM interactions,2015,10.1038/ncomms9129,https://openalex.org/W1426710699,Nature Communications,Andrew D. Rape; Mikhail Zibinsky; Niren Murthy; Sanjay Kumar,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
DEMNET: A Deep Learning Model for Early Diagnosis of Alzheimer Diseases and Dementia From MR Images,2021,10.1109/access.2021.3090474,https://openalex.org/W3173195087,IEEE Access,Suriya Murugan; Chandran Venkatesan; M. G. Sumithra; Xiao‐Zhi Gao; B. Elakkiya; M. Akila; S. Manoharan,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Single-molecule super-resolution imaging of chromosomes and in situ haplotype visualization using Oligopaint FISH probes,2015,10.1038/ncomms8147,https://openalex.org/W2096973725,Nature Communications,Brian J. Beliveau; Alistair N. Boettiger; Mauricio Avendaño; Ralf Jungmann; Ruth B. McCole; Eric F. Joyce; Caroline Kim-Kiselak; Frédéric Bantignies; Chamith Y. Fonseka; Jelena Erceg; Mohammed A. Hannan; Hien G. Hoang; David Colognori; Jeannie T. Lee; William M. Shih; Peng Yin; Xiaowei Zhuang; Chao-ting Wu,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Diffusion of synthetic biology: a challenge to biosafety,2008,10.1007/s11693-008-9018-z,https://openalex.org/W2040773739,Systems and Synthetic Biology,Markus Schmidt,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
SAR2SAR: A Semi-Supervised Despeckling Algorithm for SAR Images,2021,10.1109/jstars.2021.3071864,https://openalex.org/W3037578234,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,Emanuele Dalsasso; Laurent Denis; Florence Tupin,2006.15037,https://arxiv.org/abs/2006.15037,2020,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
Development and Interpretation of a Neural-Network-Based Synthetic Radar Reflectivity Estimator Using GOES-R Satellite Observations,,10.1175/jamc-d-20-0084.1,https://openalex.org/W3097483010,NOAA Institutional Repository,,2004.07906v1,https://arxiv.org/abs/2004.07906v1,2020,linked_to_arxiv,1.000,,Strong title match; arXiv year 2020 is diagnostic only.,arxiv_api,true
Inverse Synthetic Aperture Radar Imaging: A Historical Perspective and State-of-the-Art Survey,2021,10.1109/access.2021.3104799,https://openalex.org/W3194899088,IEEE Access,Risto Vehmas; Nadav Neuberger,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Imaging ROS signaling in cells and animals,2013,10.1007/s00109-013-1067-4,https://openalex.org/W2095964632,Journal of Molecular Medicine,Xianhua Wang; Huaqiang Fang; Zhanglong Huang; Wei Shang; Tingting Hou; Aiwu Cheng; Heping Cheng,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Sustainable AI: AI for sustainability and the sustainability of AI,2021,10.1007/s43681-021-00043-6,https://openalex.org/W3135539146,AI and Ethics,Aimee van Wynsberghe,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods,2024,10.1136/bmj-2023-078378,https://openalex.org/W4394857110,BMJ,Gary S. Collins; Karel G.M. Moons; Paula Dhiman; Richard D Riley; Andrew L. Beam; Ben Van Calster; Marzyeh Ghassemi; Xiaoxuan Liu; Johannes B. Reitsma; Maarten van Smeden; Anne‐Laure Boulesteix; Jennifer Camaradou; Leo Anthony Celi; Spiros Denaxas; Alastair K. Denniston; Ben Glocker; Robert Golub; Hugh Harvey; Georg Heinze; Michael M. Hoffman; André Pascal Kengne; Emily Lam; Naomi Lee; Elizabeth Loder; Lena Maier‐Hein; Bilal A. Mateen; Melissa D. McCradden; Lauren Oakden‐Rayner; Johan Ordish; Richard Parnell; Sherri Rose; Karandeep Singh; Laure Wynants; Patrícia Logullo,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
"A Survey on ChatGPT: AI–Generated Contents, Challenges, and Solutions",2023,10.1109/ojcs.2023.3300321,https://openalex.org/W4385469325,IEEE Open Journal of the Computer Society,Yuntao Wang; Yanghe Pan; Miao Yan; Zhou Su; Tom H. Luan,2305.18339v2,https://arxiv.org/abs/2305.18339v2,2023,linked_to_arxiv,1.000,1.000,Strong title match; arXiv year 2023 is diagnostic only.,arxiv_api,true
Artificial intelligence (AI) and global health: how can AI contribute to health in resource-poor settings?,2018,10.1136/bmjgh-2018-000798,https://openalex.org/W2888967035,BMJ Global Health,Brian Wahl; Aline Cossy-Gantner; Stefan Germann; Nina Schwalbe,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Survey of Explainable AI Techniques in Healthcare,2023,10.3390/s23020634,https://openalex.org/W4313648826,Sensors,Ahmad Chaddad; Jihao Peng; Jian Xu; Ahmed Bouridane,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Shaping the Future of Education: Exploring the Potential and Consequences of AI and ChatGPT in Educational Settings,2023,10.3390/educsci13070692,https://openalex.org/W4383818129,Education Sciences,Simone Grassini,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
"Connecting the dots in trustworthy Artificial Intelligence: From AI principles, ethics, and key requirements to responsible AI systems and regulation",2023,10.1016/j.inffus.2023.101896,https://openalex.org/W4381848566,Information Fusion,Natalia Díaz-Rodríguez; Javier Del Ser; Mark Coeckelbergh; Marcos López de Prado; Enrique Herrera‐Viedma; Francisco Herrera,2305.02231v2,https://arxiv.org/abs/2305.02231v2,2023,linked_to_arxiv,1.000,1.000,Strong title match; arXiv year 2023 is diagnostic only.,arxiv_api,true
"Ready or Not, AI Comes— An Interview Study of Organizational AI Readiness Factors",2020,10.1007/s12599-020-00676-7,https://openalex.org/W3100511078,Business & Information Systems Engineering,Jan Jöhnk; Malte Weißert; Katrin Wyrtki,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
"""Hello AI"": Uncovering the Onboarding Needs of Medical Practitioners for Human-AI Collaborative Decision-Making",2019,10.1145/3359206,https://openalex.org/W2970837303,Proceedings of the ACM on Human-Computer Interaction,Carrie J. Cai; Samantha Winter; David F. Steiner; Lauren Wilcox; Michael Terry,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
"Understanding anthropomorphism in service provision: a meta-analysis of physical robots, chatbots, and other AI",2021,10.1007/s11747-020-00762-y,https://openalex.org/W3119676664,Journal of the Academy of Marketing Science,Markus Blut; Cheng Wang; Nancy V. Wünderlich; Christian Brock,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
From ChatGPT to ThreatGPT: Impact of Generative AI in Cybersecurity and Privacy,2023,10.1109/access.2023.3300381,https://openalex.org/W4385452929,IEEE Access,Maanak Gupta; Charankumar Akiri; Kshitiz Aryal; Eli Parker; Lopamudra Praharaj,2307.00691v1,https://arxiv.org/abs/2307.00691v1,2023,linked_to_arxiv,1.000,1.000,Strong title match; arXiv year 2023 is diagnostic only.,arxiv_api,true
Fusing Blockchain and AI With Metaverse: A Survey,2022,10.1109/ojcs.2022.3188249,https://openalex.org/W4226225860,IEEE Open Journal of the Computer Society,Qinglin Yang; Yetong Zhao; Huawei Huang; Zehui Xiong; Jiawen Kang; Zibin Zheng,2201.03201v5,https://arxiv.org/abs/2201.03201v5,2022,linked_to_arxiv,1.000,1.000,Strong title match; arXiv year 2022 is diagnostic only.,arxiv_api,true
Advancing mathematics by guiding human intuition with AI,2021,10.1038/s41586-021-04086-x,https://openalex.org/W3215285253,Nature,Alex Davies; Petar Veličković; Lars Buesing; Sam Blackwell; Daniel Zheng; Nenad Tomašev; Richard Tanburn; Peter Battaglia; Charles Blundell; András Juhász; Marc Lackenby; Geordie Williamson; Demis Hassabis; Pushmeet Kohli,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
"A Comprehensive Review of the COVID-19 Pandemic and the Role of IoT, Drones, AI, Blockchain, and 5G in Managing its Impact",2020,10.1109/access.2020.2992341,https://openalex.org/W3023617420,IEEE Access,Vinay Chamola; Vikas Hassija; Vatsal Gupta; Mohsen Guizani,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
