paper_id,display_id,title,doi,arxiv_id,year,publication_type,venue,venue_id,venue_name,venue_acronym,venue_type,venue_track,raw_venue,venue_review_required,venue_review_reason,source_fingerprint
,openalex:W4386590429,Artifact: A Large-Scale Dataset With Artificial And Factual Images For Generalizable And Robust Synthetic Image Detection,10.1109/icip49359.2023.10222083,2302.11970,2023,conference,IEEE International Conference on Image Processing,venue:ieee-international-conference-on-image-processing,IEEE International Conference on Image Processing,ICIP,conference,Main,2023 IEEE International Conference on Image Processing (ICIP),False,,0e8f9948ef450dca7a026c2634234b2aae43374bd6947a36f11fa20941388a69
curated:af47c4b83dfd43175a4a,openalex:W3117441857,Attributing and Detecting Fake Images Generated by Known GANs,10.1109/spw50608.2020.00019,,2020,conference,IEEE Symposium on Security and Privacy,venue:ieee-symposium-on-security-and-privacy,IEEE Symposium on Security and Privacy,IEEE S&P,conference,Workshop,2020 IEEE Security and Privacy Workshops (SPW),False,,8a6939ac083a6495aa3192e5a74aea804fb8e59711d3f31cb6ab76391868a1e5
curated:170f07b3d7020611e566,openalex:W2991318208,Attributing Fake Images to GANs: Learning and Analyzing GAN Fingerprints,10.1109/iccv.2019.00765,1811.08180v3,2019,conference,IEEE/CVF International Conference on Computer Vision,venue:iccv,IEEE/CVF International Conference on Computer Vision,ICCV,conference,Main,2019 IEEE/CVF International Conference on Computer Vision (ICCV),False,,3237c04821b18f25f08a7652ec6bc62676dfc93b59ef29caa39b324a4d1448a0
curated:d3e19d8cb61eb0e7d620,openalex:W7135031331,Attribution as Retrieval: Model-Agnostic AI-Generated Image Attribution,10.48550/arxiv.2603.10583,2603.10583,2026,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,2026 Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),False,,7d095ad4ed41a85faa01c370d4af6f071559f206945082869a44d0a9f815e5a9
curated:78e64e4829587c072681,openalex:W7122619085,Attribution of AI-Generated Images Across Multiple Models: A Benchmark,10.1007/978-3-032-11381-8_32,,2025,conference,International Conference on Image Analysis and Processing,venue:international-conference-on-image-analysis-and-processing,International Conference on Image Analysis and Processing,ICIAP,conference,Workshop,Image Analysis and Processing - ICIAP 2025 Workshops: 23rd International Conference,False,,2be5ae38f0d0c94bb11054dffbfed285468aa99e745b09bc0784e393cf0dbb03
curated:1bf124f8f57f00dddd01,openalex:W7160429386,Automated In-the-Wild Data Collection for Continual AI Generated Image Detection,10.1145/3810988.3812662,2605.02567,2026,conference,ACM International Workshop on Multimedia AI against Disinformation,venue:mad,ACM International Workshop on Multimedia AI against Disinformation,MAD,conference,Workshop,Proceedings of the 5th ACM International Workshop on Multimedia AI against Disinformation (MAD),True,"This is a standalone scholarly workshop venue. Its name alone does not establish a Workshop subtrack; confirm Main versus an actual nested workshop track from the paper/program, preserving the venue identity.",616f38fe8267aa7e5e3fe63619c30152e6c7cb78f91ae7c06595bedfed04a914
curated:5f105b70c28ce5beeb0b,openalex:W4415980694,Autonomous and Self-Adapting System for Synthetic Media Detection and Attribution,10.48550/arxiv.2504.03615,2504.03615,2025,preprint,arXiv,venue:arxiv,arXiv,,preprint,,ArXiv.org,False,,a0c69f1c7d3d26129579586ebbbad6894ec2d25567073bded28dd7fef5a2c0be
curated:0526c3529dda4446a0d7,openalex:W7143319968,Background-Noise-Driven Detection of Diffusion-Generated Images,10.1109/lsp.2026.3678476,,2026,journal,IEEE Signal Processing Letters,venue:ieee-signal-processing-letters,IEEE Signal Processing Letters,SPL,journal,,IEEE Signal Processing Letters,False,,ca4180877e9e193ed9241362be35ecd4ad77e830d561af038a1922abfc0b901a
,openalex:W4322760013,Benchmarking Deepart Detection,10.48550/arxiv.2302.14475,2302.14475,2023,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv (Cornell University),False,,8d04cc1b9e559905676e5ac25b201c9464605e3c51aa68f7625116a1daddd150
curated:aa7dceb70828cdd6ad39,openalex:W7117340004,Beyond Artifacts: Real-Centric Envelope Modeling for Reliable AI-Generated Image Detection,,2512.20937,2026,conference,European Conference on Computer Vision,venue:eccv,European Conference on Computer Vision,ECCV,conference,Main,ECCV,False,,50baa05653186ec6ab4a6e0864585369c56ada9f9bebeac0a234da2c3949f140
curated:49cc18f090b2488dda2d,openalex:W7138418035,Beyond Binary Classification: A Semi-Supervised Approach to Generalized AI-Generated Image Detection,10.1609/aaai.v40i42.40886,2511.19499v1,2026,conference,AAAI Conference on Artificial Intelligence,venue:aaai,AAAI Conference on Artificial Intelligence,AAAI,conference,Main,Proceedings of the AAAI Conference on Artificial Intelligence,False,,fb5221adc7a11b7d0d169e780129c2f5af58528504a29197882112b1f0df2a58
curated:672e9600fc8b6ead6ab1,openalex:W7169604787,Beyond Causal Models: Multi-Scale Linear Local Attention for AI-Generated Image Detection,10.1109/lsp.2026.3714736,,2026,journal,IEEE Signal Processing Letters,venue:ieee-signal-processing-letters,IEEE Signal Processing Letters,SPL,journal,,IEEE Signal Processing Letters,False,,4d44889caaf0a6b700047603318fa01072628e80b2e792462b2181bb22c665e6
,openalex:W4413146215,Beyond Generation: A Diffusion-based Low-level Feature Extractor for Detecting AI-generated Images,10.1109/cvpr52734.2025.00773,,2025,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),False,,67c4fce6107b7530f3099385cc54dcd86c827e7591ee6b603039071d025874cf
curated:8bdbf72555619e7893d3,openalex:W4407684102,Beyond Known Fakes: Generalized Detection of AI-Generated Images via Post-Hoc Distribution Alignment,10.48550/arxiv.2502.10803,2502.10803,2025,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv (Cornell University),False,,3b8484d9c5bebb3561e22e126a273aa659dea612911a581b3cf5ea3de9b8c657
curated:9d722dfb4a3418d86063,openalex:W7168408228,Beyond Resizing: A Distribution-Aligned Framework for Robust AI-Generated Image Detection,10.1007/978-981-92-3420-2_35,,2026,conference,International Conference on Intelligent Computing,venue:international-conference-on-intelligent-computing,International Conference on Intelligent Computing,ICIC,conference,Main,International Conference on Intelligent Computing (ICIC),False,,997d298b41fb4794439538383abe33346dc8581c7ac68b09c0c39c3fb092ec6b
curated:29642e43aa51fece46f7,openalex:W7139104673,Beyond Semantic Features: Pixel-Level Mapping for Generalized AI-Generated Image Detection,10.1609/aaai.v40i42.40927,,2026,conference,AAAI Conference on Artificial Intelligence,venue:aaai,AAAI Conference on Artificial Intelligence,AAAI,conference,Main,Proceedings of the AAAI Conference on Artificial Intelligence,False,,e6b3fd5659a64806eb947520ce1d391774f06f72de72be0cd129be3148ae9db8
curated:551ca154b757ec651c0e,openalex:W3187526215,Beyond the Spectrum: Detecting Deepfakes via Re-Synthesis,10.24963/ijcai.2021/349,,2021,conference,International Joint Conference on Artificial Intelligence,venue:ijcai,International Joint Conference on Artificial Intelligence,IJCAI,conference,Main,Thirtieth International Joint Conference on Artificial Intelligence,False,,c6a6c00ae702e4bef5c5ed99fd92663d07e960de71f68a81e5e24af971551759
,openalex:W3196551054,BiHPF: Bilateral High-Pass Filters for Robust Deepfake Detection,10.1109/wacv51458.2022.00293,,2022,conference,IEEE/CVF Winter Conference on Applications of Computer Vision,venue:wacv,IEEE/CVF Winter Conference on Applications of Computer Vision,WACV,conference,Main,2022 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),False,,32ab2e538441bad03e19b794fc739423a80c1ebe1496e5d76eda979625ae415e
curated:3ec6b6d00f72f8b450e6,openalex:W4406160881,Bi‐LORA: A Vision‐Language Approach for Synthetic Image Detection,10.1111/exsy.13829,2404.01959,2025,journal,Expert Systems,venue:expert-systems,Expert Systems,EXPERT SYST,journal,,Expert Systems,False,,b3564ab4d7a16b93e08489afcff47edcb65e17c6513bf38df73539c5b1d73d05
curated:4c6404676fc92cb9e8eb,openalex:W7155048878,Black-Box Adaptation for Deepfake Detection via Local Relation Guided AUC Optimization,10.1109/jiot.2026.3686234,,2026,journal,IEEE Internet of Things Journal,venue:ieee-internet-of-things-journal,IEEE Internet of Things Journal,IEEE Internet Things J.,journal,,IEEE Internet of Things Journal,False,,9d481fd3bcdd4447278977ae90da186faa002b247936ce37d0a526f69e93f3c0
curated:f7906cb987975444e893,openalex:W7154447485,Boosting Robust AIGI Detection with LoRA-Based Pairwise Training,10.48550/arxiv.2604.12307,2604.12307,2026,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Workshop,2026 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops,False,,e60468e180e710bc89b3dc3a5fb369bfe115787f34af758b99296d66bf2b274b
,openalex:W4412624408,BOSC: A Backdoor-Based Framework for Open Set Synthetic Image Attribution,10.1109/tifs.2025.3592531,2405.11491,2025,journal,IEEE Transactions on Information Forensics and Security,venue:ieee-transactions-on-information-forensics-and-security,IEEE Transactions on Information Forensics and Security,TIFS,journal,,IEEE Transactions on Information Forensics and Security,False,,35c4e8198945b22b6099814e7a19e978b286d335fd4edc762908edbc387572a3
curated:7287cadbc4b8408fd16b,curated:7287cadbc4b8408fd16b,Breaking Manifold Continuity: Vector Quantized Modeling for Real-Centric Deepfake Detection,,,2026,conference,International Conference on Machine Learning,venue:icml,International Conference on Machine Learning,ICML,conference,Main,International Conference on Machine Learning (ICML),False,,538f07e9f15b27e6b80ae4bc5b784cf23fafebb18655e187c4fe5fe567976c2e
,openalex:W4415797310,Breaking Semantic Artifacts for Generalized AI-generated Image Detection,10.52202/079017-1903,,2024,conference,Advances in Neural Information Processing Systems,venue:neurips,Advances in Neural Information Processing Systems,NeurIPS,conference,Main,Advances in Neural Information Processing Systems 37,False,,3278db4237e74eeb259f0bd56740f792cd297428efee19a831309734f46b199d
curated:e256ad6b672c3cf433ba,openalex:W4417071442,Bridging the Gap Between Ideal and Real-World Evaluation: Benchmarking AI-Generated Image Detection in Challenging Scenarios,10.1109/iccv51701.2025.01895,2509.09172,2025,conference,IEEE/CVF International Conference on Computer Vision,venue:iccv,IEEE/CVF International Conference on Computer Vision,ICCV,conference,Main,2025 IEEE/CVF International Conference on Computer Vision (ICCV),False,,d1667134185923744dfdbba0d507fff421d410be5f7aa408f9ca09edcd2d4068
,openalex:W4409367167,C2P-CLIP: Injecting Category Common Prompt in CLIP to Enhance Generalization in Deepfake Detection,https://doi.org/10.1609/aaai.v39i7.32772,,2025,conference,AAAI Conference on Artificial Intelligence,venue:aaai,AAAI Conference on Artificial Intelligence,AAAI,conference,Main,Proceedings of the AAAI Conference on Artificial Intelligence,False,,8c3fae857a91369aa060486dbab93d983610791a074e667776ab45e0699bcad3
,openalex:W2921230249,Can Forensic Detectors Identify GAN Generated Images?,10.23919/apsipa.2018.8659461,,2018,conference,Asia Pacific Signal and Information Processing Association Annual Summit and Conference,venue:apsipa-asc,Asia Pacific Signal and Information Processing Association Annual Summit and Conference,APSIPA ASC,conference,Main,2018 Asia-Pacific Signal and Information Processing Association Annual Summit and Conference (APSIPA ASC),False,,35ced71dbb9ea8e03cb1445e6876a2ce55e89338376a8260c400feef76e2913c
,openalex:W4411378016,Can GPT Tell Us Why These Images Are Synthesized? Empowering Multimodal Large Language Models for Forensics,10.1145/3733102.3733138,,2025,conference,ACM Workshop on Information Hiding and Multimedia Security,venue:ih-mmsec,ACM Workshop on Information Hiding and Multimedia Security,IH&MMSec,conference,Workshop,Proceedings of the ACM Workshop on Information Hiding and Multimedia Security,True,"This is a standalone scholarly workshop venue. Its name alone does not establish a Workshop subtrack; confirm Main versus an actual nested workshop track from the paper/program, preserving the venue identity.",b209effefb46f7478a1f26ce1dfc6bf09b0a5372541907268e5eb086f748d040
curated:a3fb37f39cb20a95e3bf,openalex:W7169086594,Can Model Attribution Bridge AI's Accountability Gap in Safety-Critical Domains?,10.1098/rsta.2025.0117,,2026,journal,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",venue:philosophical-transactions-of-the-royal-society-a-mathematical-physical-and-engineering-sciences,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",,journal,,Philosophical Transactions of the Royal Society A Mathematical Physical and Engineering Sciences,True,"Journal abbreviation has not been verified; confirm its established short name from the publisher or a bibliographic authority, or explicitly document that the full name is the standard short form.",de797b80a77e14815cf1cb3f9f60905a9438fbea7cadb5087dcbba77c5f8af9f
,openalex:W2903907439,Cascade learning from adversarial synthetic images for accurate pupil detection,10.1016/j.patcog.2018.12.014,,2018,journal,Pattern Recognition,venue:pattern-recognition,Pattern Recognition,PR,journal,,Pattern Recognition,False,,60683a2bae0ec245fbe6f529f1613fe0feee24b974f0e8110038d17bb33a4e71
curated:95b3298d7dafadbed65d,openalex:W7131117798,CatAID: Category-Guided AI-Generated Image Detection via Vision-Language Model Adaptation,https://doi.org/10.1109/iccvw69036.2025.00166,,2025,conference,IEEE/CVF International Conference on Computer Vision,venue:iccv,IEEE/CVF International Conference on Computer Vision,ICCV,conference,Main,IEEE/CVF International Conference on Computer Vision,False,,9dc06403c6d35fc6a243b571960852f7446760a872451b1b93a5f80215d54410
curated:31c548f5aa68f9075659,openalex:W7138324636,CausalCLIP: Causally-Informed Feature Disentanglement and Filtering for Generalizable Detection of Generated Images,10.1609/aaai.v40i9.37642,2512.13285,2026,conference,AAAI Conference on Artificial Intelligence,venue:aaai,AAAI Conference on Artificial Intelligence,AAAI,conference,Main,Proceedings of the AAAI Conference on Artificial Intelligence,False,,c69e69ee69905a4f6c2dc9a047d456bb613df1b020125f879754a7c9571da3cd
curated:dd5b85612778b9021f4e,openalex:W7169669595,CCMA-CLIP: Concept-Guided Cross-Modal Adaptation for Robust AI-Generated Image Detection,10.1007/978-981-92-3531-5_9,,2026,conference,International Conference on Intelligent Computing,venue:international-conference-on-intelligent-computing,International Conference on Intelligent Computing,ICIC,conference,Main,International Conference on Intelligent Computing (ICIC),False,,bf9094c6be6f6c33ba4a3e2b36d5b27ec0c8ab7843031915bea48a74597e592a
curated:b698cb82df706d1a8c95,openalex:W4391019749,CIFAKE: Image Classification and Explainable Identification of AI-Generated Synthetic Images,10.1109/access.2024.3356122,2303.14126v1,2024,journal,IEEE Access,venue:ieee-access,IEEE Access,,journal,,IEEE Access,False,,26d80360eac2992baa10bc237b9b3bf67a3ba744b681281445f8df7c1f880164
