paper_id,title,field,authoritative_source,canonical_normalization_rule,expected_public_representation,blank_allowed,intentional_display_transformation,source_value,admin_value,public_papers_value,public_map_values,classification,pipeline_layer,details
curated:1eb949d2e1adca5bb6cf,A Debiased Reconstruction-Based Framework for Training-Free Detection of AI-Generated Images,author_institution_attribution,active paper–institution mappings,ordered author to institution-ID assignments,author_institution_indices,true,superscript indices are derived from exported ordering,,"[[""hankook lee"",[""institution:e80b94c605da24ce""]],[""jaehoon lee"",[""institution:3103fb7db9011c4c""]],[""moontae lee"",[""institution:3103fb7db9011c4c""]],[""robin kim"",[""institution:304707b21fcfbd4d""]],[""stanley jungkyu choi"",[""institution:3103fb7db9011c4c""]],[""sungik choi"",[""institution:3103fb7db9011c4c""]]]","[[""hankook lee"",[""institution:e80b94c605da24ce""]],[""jaehoon lee"",[""institution:3103fb7db9011c4c""]],[""moontae lee"",[""institution:3103fb7db9011c4c""]],[""robin kim"",[""institution:304707b21fcfbd4d""]],[""stanley jungkyu choi"",[""institution:3103fb7db9011c4c""]],[""sungik choi"",[""institution:3103fb7db9011c4c""]]]","[""[[\""hankook lee\"",[\""institution:e80b94c605da24ce\""]],[\""jaehoon lee\"",[\""institution:3103fb7db9011c4c\""]],[\""moontae lee\"",[\""institution:3103fb7db9011c4c\""]],[\""robin kim\"",[\""institution:304707b21fcfbd4d\""]],[\""stanley jungkyu choi\"",[\""institution:3103fb7db9011c4c\""]],[\""sungik choi\"",[\""institution:3103fb7db9011c4c\""]]]""]",DISPLAY_ONLY,public→frontend/CSV,superscript indices are derived from exported ordering
curated:1eb949d2e1adca5bb6cf,A Debiased Reconstruction-Based Framework for Training-Free Detection of AI-Generated Images,location_ids,confirmed institution locations for map-eligible relationships,ordered unique location IDs,map location_id; paper summaries intentionally omit IDs,true,location labels are display transformations,,"[""location:e80b94c605da24cea15f"",""location:304707b21fcfbd4d1653"",""location:6266ec24d28970a28769""]","[""location:e80b94c605da24cea15f"",""location:304707b21fcfbd4d1653"",""location:6266ec24d28970a28769""]","[""[\""location:e80b94c605da24cea15f\""]"",""[\""location:304707b21fcfbd4d1653\""]"",""[\""location:6266ec24d28970a28769\""]""]",DISPLAY_ONLY,confirmed locations→map/frontend,Location IDs remain on map records; Paper Details displays labels.
curated:b5094e3d407c63ed6f41,A Difference-in-Difference Approach to Detecting AI-Generated Images,paper_id,data/curated/papers.csv + normalized exporter overlays,trim; exact stable ID,paper_id when locally curated; external identity otherwise,true,not reconstructed for display,curated:b5094e3d407c63ed6f41,curated:b5094e3d407c63ed6f41,curated:b5094e3d407c63ed6f41,"[""curated:b5094e3d407c63ed6f41""]",CONSISTENT,,
curated:b5094e3d407c63ed6f41,A Difference-in-Difference Approach to Detecting AI-Generated Images,title,data/curated/papers.csv + normalized exporter overlays,Unicode NFKC; collapse whitespace,canonical title string,false,typographic markup only,A Difference-in-Difference Approach to Detecting AI-Generated Images,a difference-in-difference approach to detecting ai-generated images,a difference-in-difference approach to detecting ai-generated images,"[""a difference-in-difference approach to detecting ai-generated images""]",DISPLAY_ONLY,public→frontend/CSV,typographic markup only
curated:b5094e3d407c63ed6f41,A Difference-in-Difference Approach to Detecting AI-Generated Images,authors,data/curated/papers.csv + normalized exporter overlays,ordered Unicode-normalized names,ordered author objects/names,false,joined with punctuation and affiliation superscripts,Xinyi Qi; Kai Ye; Chengchun Shi; Ying Yang; Jin Zhu; Hongyi Zhou,"[""xinyi qi"",""kai ye"",""chengchun shi"",""ying yang"",""jin zhu"",""hongyi zhou""]","[""xinyi qi"",""kai ye"",""chengchun shi"",""ying yang"",""jin zhu"",""hongyi zhou""]","[""[\""xinyi qi\"",\""kai ye\"",\""chengchun shi\"",\""ying yang\"",\""jin zhu\"",\""hongyi zhou\""]""]",DISPLAY_ONLY,public→frontend/CSV,joined with punctuation and affiliation superscripts
curated:b5094e3d407c63ed6f41,A Difference-in-Difference Approach to Detecting AI-Generated Images,publication_year,data/curated/papers.csv + normalized exporter overlays,integer year,publication_year and year agree,false,decimal year label,2026,2026,2026,"[""2026""]",DISPLAY_ONLY,public→frontend/CSV,decimal year label
curated:b5094e3d407c63ed6f41,A Difference-in-Difference Approach to Detecting AI-Generated Images,publication_date,data/curated/papers.csv + normalized exporter overlays,ISO date string,publication_date,true,display may omit missing date,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:b5094e3d407c63ed6f41,A Difference-in-Difference Approach to Detecting AI-Generated Images,venue,data/curated/papers.csv + normalized exporter overlays,canonical venue name; blank for books,venue_name/venue,true,venue_label may add acronym/track,IEEE/CVF Conference on Computer Vision and Pattern Recognition,ieee/cvf conference on computer vision and pattern recognition,ieee/cvf conference on computer vision and pattern recognition,"[""ieee/cvf conference on computer vision and pattern recognition""]",DISPLAY_ONLY,public→frontend/CSV,venue_label may add acronym/track
curated:b5094e3d407c63ed6f41,A Difference-in-Difference Approach to Detecting AI-Generated Images,publication_type,data/curated/papers.csv + normalized exporter overlays,conference|journal|preprint|book,publication_type,false,title-cased label,conference,conference,conference,"[""conference""]",CONSISTENT,,
curated:b5094e3d407c63ed6f41,A Difference-in-Difference Approach to Detecting AI-Generated Images,doi,data/curated/papers.csv + normalized exporter overlays,canonical lowercase DOI without URL prefix,doi,true,link is rendered as https://doi.org/<doi>,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:b5094e3d407c63ed6f41,A Difference-in-Difference Approach to Detecting AI-Generated Images,arxiv_id,data/curated/papers.csv + normalized exporter overlays,base arXiv ID without URL/version suffix,arxiv_id,true,link is rendered as https://arxiv.org/abs/<id>,2602.23732,2602.23732,2602.23732,"[""2602.23732""]",DISPLAY_ONLY,public→frontend/CSV,link is rendered as https://arxiv.org/abs/<id>
curated:b5094e3d407c63ed6f41,A Difference-in-Difference Approach to Detecting AI-Generated Images,task,data/curated/papers.csv + normalized exporter overlays,canonical task enum,task,false,human-readable label,detection,detection,detection,"[""detection""]",DISPLAY_ONLY,public→frontend/CSV,human-readable label
curated:b5094e3d407c63ed6f41,A Difference-in-Difference Approach to Detecting AI-Generated Images,paper_categories,data/curated/papers.csv + normalized exporter overlays,ordered canonical category enum,paper_categories,true,human-readable badges,"[""method""]","[""method""]","[""method""]","[""[\""method\""]""]",DISPLAY_ONLY,public→frontend/CSV,human-readable badges
curated:b5094e3d407c63ed6f41,A Difference-in-Difference Approach to Detecting AI-Generated Images,source_database,data/curated/papers.csv + normalized exporter overlays,case-insensitive source label,source_database,true,not used to replace factual metadata,manual,manual,manual,"[""curated""]",DISPLAY_ONLY,public→frontend/CSV,not used to replace factual metadata
curated:b5094e3d407c63ed6f41,A Difference-in-Difference Approach to Detecting AI-Generated Images,metadata_source,data/curated/papers.csv + normalized exporter overlays,case-insensitive public source label,metadata_source,true,may be summarized as public provenance,manual,manual,manual,"[""manual""]",DISPLAY_ONLY,public→frontend/CSV,may be summarized as public provenance
curated:b5094e3d407c63ed6f41,A Difference-in-Difference Approach to Detecting AI-Generated Images,review_status,data/curated/papers.csv + normalized exporter overlays,scope-aware public status mapping,review_status,true,normalized only for metadata status,reviewed,reviewed,reviewed,[],DISPLAY_ONLY,public→frontend/CSV,normalized only for metadata status
curated:b5094e3d407c63ed6f41,A Difference-in-Difference Approach to Detecting AI-Generated Images,curation_status,data/curated/papers.csv + normalized exporter overlays,scope-aware public status mapping,curation_status,true,normalized only for metadata status,confirmed,confirmed,confirmed,"[""confirmed""]",DISPLAY_ONLY,public→frontend/CSV,normalized only for metadata status
curated:b5094e3d407c63ed6f41,A Difference-in-Difference Approach to Detecting AI-Generated Images,affiliations,active curated mappings or source fallback when unreviewed,"ordered institution IDs, names, and attributed authors",author_institution_affiliations/affiliations,true,institution names and locations are formatted only,,"[[""institution:4ae45b121fe12e9c"",""tsinghua university"",[""xinyi qi"",""ying yang"",""hongyi zhou""]]]","[[""institution:4ae45b121fe12e9c"",""tsinghua university"",[""xinyi qi"",""ying yang"",""hongyi zhou""]]]","[""[[\""institution:4ae45b121fe12e9c\"",\""tsinghua university\"",[\""xinyi qi\"",\""ying yang\"",\""hongyi zhou\""]]]""]",CONSISTENT,,
curated:b5094e3d407c63ed6f41,A Difference-in-Difference Approach to Detecting AI-Generated Images,author_institution_attribution,active paper–institution mappings,ordered author to institution-ID assignments,author_institution_indices,true,superscript indices are derived from exported ordering,,"[[""hongyi zhou"",[""institution:4ae45b121fe12e9c""]],[""xinyi qi"",[""institution:4ae45b121fe12e9c""]],[""ying yang"",[""institution:4ae45b121fe12e9c""]]]","[[""hongyi zhou"",[""institution:4ae45b121fe12e9c""]],[""xinyi qi"",[""institution:4ae45b121fe12e9c""]],[""ying yang"",[""institution:4ae45b121fe12e9c""]]]","[""[[\""hongyi zhou\"",[\""institution:4ae45b121fe12e9c\""]],[\""xinyi qi\"",[\""institution:4ae45b121fe12e9c\""]],[\""ying yang\"",[\""institution:4ae45b121fe12e9c\""]]]""]",DISPLAY_ONLY,public→frontend/CSV,superscript indices are derived from exported ordering
curated:b5094e3d407c63ed6f41,A Difference-in-Difference Approach to Detecting AI-Generated Images,location_ids,confirmed institution locations for map-eligible relationships,ordered unique location IDs,map location_id; paper summaries intentionally omit IDs,true,location labels are display transformations,,"[""location:4ae45b121fe12e9c10b4""]","[""location:4ae45b121fe12e9c10b4""]","[""[\""location:4ae45b121fe12e9c10b4\""]""]",DISPLAY_ONLY,confirmed locations→map/frontend,Location IDs remain on map records; Paper Details displays labels.
curated:4f53748fb43c13e3fc32,A Hybrid CLIP-Diffusion Architecture for Transparent Deepfake Detection and Explainability Evaluation,paper_id,data/curated/papers.csv + normalized exporter overlays,trim; exact stable ID,paper_id when locally curated; external identity otherwise,true,not reconstructed for display,curated:4f53748fb43c13e3fc32,curated:4f53748fb43c13e3fc32,curated:4f53748fb43c13e3fc32,"[""curated:4f53748fb43c13e3fc32""]",CONSISTENT,,
curated:4f53748fb43c13e3fc32,A Hybrid CLIP-Diffusion Architecture for Transparent Deepfake Detection and Explainability Evaluation,title,data/curated/papers.csv + normalized exporter overlays,Unicode NFKC; collapse whitespace,canonical title string,false,typographic markup only,A Hybrid CLIP-Diffusion Architecture for Transparent Deepfake Detection and Explainability Evaluation,a hybrid clip-diffusion architecture for transparent deepfake detection and explainability evaluation,a hybrid clip-diffusion architecture for transparent deepfake detection and explainability evaluation,"[""a hybrid clip-diffusion architecture for transparent deepfake detection and explainability evaluation""]",DISPLAY_ONLY,public→frontend/CSV,typographic markup only
curated:4f53748fb43c13e3fc32,A Hybrid CLIP-Diffusion Architecture for Transparent Deepfake Detection and Explainability Evaluation,authors,data/curated/papers.csv + normalized exporter overlays,ordered Unicode-normalized names,ordered author objects/names,false,joined with punctuation and affiliation superscripts,Andreas Specker; Manjunatha Veerappa; Thomas Golda; Nadia Burkart; Dominik Alveen; Anna Wilhelm,"[""andreas specker"",""manjunatha veerappa"",""thomas golda"",""nadia burkart"",""dominik alveen"",""anna wilhelm""]","[""andreas specker"",""manjunatha veerappa"",""thomas golda"",""nadia burkart"",""dominik alveen"",""anna wilhelm""]","[""[\""andreas specker\"",\""manjunatha veerappa\"",\""thomas golda\"",\""nadia burkart\"",\""dominik alveen\"",\""anna wilhelm\""]""]",DISPLAY_ONLY,public→frontend/CSV,joined with punctuation and affiliation superscripts
curated:4f53748fb43c13e3fc32,A Hybrid CLIP-Diffusion Architecture for Transparent Deepfake Detection and Explainability Evaluation,publication_year,data/curated/papers.csv + normalized exporter overlays,integer year,publication_year and year agree,false,decimal year label,2026,2026,2026,"[""2026""]",DISPLAY_ONLY,public→frontend/CSV,decimal year label
curated:4f53748fb43c13e3fc32,A Hybrid CLIP-Diffusion Architecture for Transparent Deepfake Detection and Explainability Evaluation,publication_date,data/curated/papers.csv + normalized exporter overlays,ISO date string,publication_date,true,display may omit missing date,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:4f53748fb43c13e3fc32,A Hybrid CLIP-Diffusion Architecture for Transparent Deepfake Detection and Explainability Evaluation,venue,data/curated/papers.csv + normalized exporter overlays,canonical venue name; blank for books,venue_name/venue,true,venue_label may add acronym/track,IEEE/CVF Conference on Computer Vision and Pattern Recognition,ieee/cvf conference on computer vision and pattern recognition,ieee/cvf conference on computer vision and pattern recognition,"[""ieee/cvf conference on computer vision and pattern recognition""]",DISPLAY_ONLY,public→frontend/CSV,venue_label may add acronym/track
