institution,canonical_institution_name,institution_id,detected_language,related_paper_id,title,year,doi,openalex_url,institution_authors,raw_affiliation,evidence_source,evidence_url,suggested_city,suggested_country,matched_institution,suggested_canonical_institution,match_method,similarity_score,confidence,openalex_institution_id,ror_id,wikidata_id,review_status,location_status,coordinate_status,created_at,updated_at
CISPA Helmholtz Center for Information Security,CISPA Helmholtz Center for Information Security,institution:aea376936c88135b,,curated:b1977dc0fcca329719f0,Towards the Detection of Diffusion Model Deepfakes,2024,10.5220/0012422000003660,https://openalex.org/W4392402304,Thorsten Holz,"CISPA Helmholtz Center for Information Security, Saarbrücken, Germany",PDF,https://arxiv.org/pdf/2210.14571,,,CISPA Helmholtz Center for Information Security,,,,,,,,alias_of_confirmed,known,known,2026-06-29T21:48:39Z,2026-07-01T14:03:36Z
CISPA Helmholtz Center for Information Security,CISPA Helmholtz Center for Information Security,institution:aea376936c88135b,,curated:a87d86d7032f5a751004,ZeroFake: Zero-Shot Detection of Fake Images Generated and Edited by Text-to-Image Generation Models,2024,10.1145/3658644.3690297,https://openalex.org/W4405183175,Zeyang Sha; Yicong Tan; Mingjie Li; Michael Backes; Yang Zhang,"CISPA Helmholtz Center for Information Security, Saarbrücken, Germany",PDF,https://dl.acm.org/doi/10.1145/3658644.3690297,,,,,,,,,,,confirmed,known,known,2026-06-29T21:54:41Z,2026-07-01T14:03:36Z
Informatics Institute for Postgraduate Studies,Informatics Institute for Postgraduate Studies,institution:04b81a56c7eb1a69,,openalex:W4367554082,DeepFake Detection Improvement for Images Based on a Proposed Method for Local Binary Pattern of the Multiple-Channel Color Space,2023,10.22266/ijies2023.0630.07,https://openalex.org/W4367554082,Mohammed Thajeel Abdullah,"Informatics Institute for Postgraduate Studies, Iraqi Commission for Computer and Informatics, Baghdad, Iraq",PDF,https://inass.org/wp-content/uploads/2022/12/2023063007-2.pdf,,,,,,,,,,,confirmed,known,known,2026-06-29T21:56:14Z,2026-07-01T14:03:36Z
University of Baghdad,University of Baghdad,institution:f87d6ace800645a7,,openalex:W4367554082,DeepFake Detection Improvement for Images Based on a Proposed Method for Local Binary Pattern of the Multiple-Channel Color Space,2023,10.22266/ijies2023.0630.07,https://openalex.org/W4367554082,Nada Hussein M. Ali,"Department of Computer Science, University of Baghdad, Baghdad, Iraq",PDF,https://inass.org/wp-content/uploads/2022/12/2023063007-2.pdf,,,,,,,,,,,confirmed,known,known,2026-06-29T21:56:43Z,2026-07-01T14:03:36Z
University of Hamburg,University of Hamburg,institution:5a73fc9b412db6f4,,curated:62b0a9ae8be24d9f02e0,Single-Model Attribution of Generative Models Through Final-Layer Inversion,2023,10.48550/arxiv.2306.06210,https://openalex.org/W4380551225,Johannes Lederer,,PDF,https://arxiv.org/pdf/2306.06210,,,,,,,,,,,confirmed,known,known,2026-06-29T21:58:16Z,2026-07-01T14:03:36Z
University of Tsukuba,University of Tsukuba,institution:fb6e9411e701578c,,curated:853c7e2ae5f343438dd5,Did You Use My GAN to Generate Fake? Post-hoc Attribution of GAN Generated Images via Latent Recovery,2022,10.1109/ijcnn55064.2022.9892704,https://openalex.org/W4312387978,Syou Hirofumi; Kazuto Fukuchi; Youhei Akimoto; Jun Sakuma,"Department of Computer Science / Faculty of Engineering, Information and Systems, University of Tsukuba, Tsukuba, Japan",PDF,https://ieeexplore.ieee.org/document/9892704,,,,,,,,,,,confirmed,known,known,2026-06-29T21:59:41Z,2026-07-02T12:27:56Z
RIKEN Center for Advanced Intelligence Project,RIKEN Center for Advanced Intelligence Project,institution:ccbfeb66fb71797e,,curated:853c7e2ae5f343438dd5,Did You Use My GAN to Generate Fake? Post-hoc Attribution of GAN Generated Images via Latent Recovery,2022,10.1109/ijcnn55064.2022.9892704,https://openalex.org/W4312387978,Jun Sakuma,"Faculty of Engineering, Information and Systems, University of Tsukuba / RIKEN AIP, Tsukuba, Japan",PDF,https://ieeexplore.ieee.org/document/9892704,,,,,,,,,,,confirmed,known,known,2026-06-29T22:00:09Z,2026-07-01T14:03:36Z
Arizona State University,Arizona State University,institution:ac7aeed6b85a0a40,,curated:07ee620b8169b67b900f,Does a GAN leave distinct model-specific fingerprints?,2021,10.5244/c.35.53,https://openalex.org/W4411245244,Yuzhen Ding; Nupur Thakur; Baoxin Li,"Ira A. Fulton Schools of Engineering, Arizona State University, 699 S Mill Ave, Tempe, AZ 85281",PDF,https://www.bmva-archive.org.uk/bmvc/2021/assets/papers/0197.pdf,,,,,,,,,,,confirmed,known,known,2026-06-29T22:01:20Z,2026-07-01T14:03:36Z
University of Texas at Dallas,University of Texas at Dallas,institution:a55a77635edc8711,,curated:af47c4b83dfd43175a4a,Attributing and Detecting Fake Images Generated by Known GANs,2020,10.1109/spw50608.2020.00019,https://openalex.org/W3117441857,Matthew Joslin; Shuang Hao,,PDF,https://ieeexplore.ieee.org/document/9283853,,,University of Texas at Dallas,,,,,,,,alias_of_confirmed,known,known,2026-06-29T22:03:25Z,2026-07-01T14:03:36Z
City University of Hong Kong,City University of Hong Kong,institution:ec71dc4340659fd9,,curated:f523af1f7fe7b16fda75,MaskSim: Detection of synthetic images by masked spectrum similarity analysis,2024,10.1109/cvprw63382.2024.00390,https://openalex.org/W4402916521,Jean-Michel Morel,"City University of Hong Kong, Department of Mathematics, Kowloon, Hong Kong",PDF,https://ieeexplore.ieee.org/document/10678228,,,,,,,,,,,confirmed,known,known,2026-06-29T22:05:41Z,2026-07-01T14:03:36Z
IMT School for Advanced Studies Lucca,IMT School for Advanced Studies Lucca,institution:9958d7ee1cfec4aa,,curated:ee47e898ad64ec14b709,Training-free Source Attribution of AI-generated Images via Resynthesis,2025,10.1109/wifs66636.2025.00028,https://openalex.org/W7148430317,Valentina Molinari,"IMT School, Lucca, Italy",PDF,https://ieeexplore.ieee.org/document/11458543/,,,,,,,,,,,confirmed,known,known,2026-06-30T15:29:52Z,2026-07-01T14:03:36Z
Central University of Finance and Economics,Central University of Finance and Economics,institution:15e8da2735014d49,,curated:e256ad6b672c3cf433ba,Bridging the Gap Between Ideal and Real-World Evaluation: Benchmarking AI-Generated Image Detection in Challenging Scenarios,2025,10.1109/iccv51701.2025.01895,https://openalex.org/W4417071442,Peng Sun,"Central University of Finance and Economics, Beijing, China",PDF,https://openaccess.thecvf.com/content/ICCV2025/papers/Li_Bridging_the_Gap_Between_Ideal_and_Real-world_Evaluation_Benchmarking_AI-Generated_ICCV_2025_paper.pdf,,,,,,,,,,,confirmed,known,known,2026-06-30T19:38:41Z,2026-07-01T14:03:36Z
Xi’an Jiaotong University,Xi'an Jiaotong University,institution:afc29be68ac419be,,openalex:W4400716502,"A Survey of Defenses Against AI-Generated Visual Media: Detection,Disruption, and Authentication",2024,10.48550/arxiv.2407.10575,https://openalex.org/W4400716502,Jingyi Deng; Chenhao Lin; Zhengyu Zhao; Chao Shen,"School of Cyber Science and Engineering, Xi’an Jiaotong University",PDF,https://dl.acm.org/doi/epdf/10.1145/3770916,,,Xi'an Jiaotong University,,,,,,,,alias_of_confirmed,known,known,2026-06-30T20:01:25Z,2026-07-01T14:03:36Z
Xi’an Jiaotong University,Xi'an Jiaotong University,institution:afc29be68ac419be,,openalex:W4400716502,"A Survey of Defenses Against AI-Generated Visual Media: Detection,Disruption, and Authentication",2024,10.48550/arxiv.2407.10575,https://openalex.org/W4400716502,Jingyi Deng; Chenhao Lin; Zhengyu Zhao; Shuai Liu; Chao Shen,"School of Cyber Science and Engineering, Xi’an Jiaotong University, Xi’an, China; Research Center of Frontier Science and Technology, Xi’an Jiaotong University, Xi’an, China; School of Software Engineering, Xi’an Jiaotong University, Xi’an, China",PDF,https://dl.acm.org/doi/epdf/10.1145/3770916,,,,,,,,,,,pending_review,missing,missing,2026-06-30T20:04:15Z,2026-06-30T20:04:15Z
The Hong Kong Polytechnic University,The Hong Kong Polytechnic University,institution:31f980eaa403801a,,openalex:W4400716502,"A Survey of Defenses Against AI-Generated Visual Media: Detection,Disruption, and Authentication",2024,10.48550/arxiv.2407.10575,https://openalex.org/W4400716502,Zhe Peng,"Department of Industrial and Systems Engineering, The Hong Kong Polytechnic University, Hong Kong, Hong Kong",PDF,https://dl.acm.org/doi/epdf/10.1145/3770916,,,,,,,,,,,confirmed,known,known,2026-06-30T20:04:40Z,2026-07-01T14:03:36Z
Alibaba Inc,Alibaba Inc,institution:6faf58b52bec4e39,,openalex:W7155245437,Adaptive Forensic Feature Refinement via Intrinsic Importance Perception,2026,,https://openalex.org/W7155245437,Junjun Zheng; Xiangheng Kong,"Alibaba Inc, Hangzhou, China",PDF,https://arxiv.org/pdf/2604.16879,,,,,,,,,,,confirmed,known,known,2026-06-30T20:07:24Z,2026-07-01T14:03:36Z
University of Waterloo,University of Waterloo,institution:7417258b2e3d3491,,openalex:W7117078863,AdaptPrompt: Parameter-Efficient Adaptation of VLMs for Generalizable Deepfake Detection,2025,,https://openalex.org/W7117078863,Yichen Jiang; Fakhri Karray,"University of Waterloo, Canada",PDF,https://arxiv.org/pdf/2512.17730,,,,,,,,,,,confirmed,known,known,2026-06-30T20:09:10Z,2026-07-01T14:03:36Z
Mohamed bin Zayed University of Artificial Intelligence,Mohamed bin Zayed University of Artificial Intelligence,institution:f04b96a9716ab2f4,,openalex:W7117078863,AdaptPrompt: Parameter-Efficient Adaptation of VLMs for Generalizable Deepfake Detection,2025,,https://openalex.org/W7117078863,Mohammed Talha Alam,"MBZUAI, UAE",PDF,https://arxiv.org/pdf/2512.17730,,,,,,,,,,,confirmed,known,known,2026-06-30T20:09:35Z,2026-07-01T14:03:36Z
National Yang Ming Chiao Tung University,National Yang Ming Chiao Tung University,institution:b99e56fd55395250,,openalex:W4387994353,AntifakePrompt: Prompt-Tuned Vision-Language Models are Fake Image Detectors,2023,10.48550/arxiv.2310.17419,https://openalex.org/W4387994353,Chen Yeh; You-Ming Chang; Wei-Chen Chiu,,PDF,https://arxiv.org/pdf/2310.17419,,,,,,,,,,,confirmed,known,known,2026-06-30T20:11:22Z,2026-07-01T14:03:36Z
Netflix Eyeline Studios,Netflix Eyeline Studios,institution:fbc0802be3266f6f,,openalex:W4387994353,AntifakePrompt: Prompt-Tuned Vision-Language Models are Fake Image Detectors,2023,10.48550/arxiv.2310.17419,https://openalex.org/W4387994353,Ning Yu,,PDF,https://arxiv.org/pdf/2310.17419,,,,,,,,,,,confirmed,known,known,2026-06-30T20:11:39Z,2026-07-01T14:03:36Z
"Institute of Artificial Intelligence (TeleAI), China Telecom","Institute of Artificial Intelligence (TeleAI), China Telecom",institution:a1ff6f7123083db9,,curated:074bb9a77ee85d50090c,Aperture: a patch-aware framework for joint forgery detection and localization,2025,10.1007/s44336-025-00027-8,https://openalex.org/W4417449415,Anwen Yang; Jian Zhao; Yuchen Yuan; Tianle Zhang; Lei Jin; Chi Zhang,"Institute of Artificial Intelligence (TeleAI), China Telecom, Beijing, China",PDF,https://link.springer.com/content/pdf/10.1007/s44336-025-00027-8.pdf,,,,,,,,,,,confirmed,known,known,2026-06-30T20:13:54Z,2026-07-01T14:03:36Z
Northwestern Polytechnical University,Northwestern Polytechnical University,institution:bc1d8b5fba4bc5ff,,curated:074bb9a77ee85d50090c,Aperture: a patch-aware framework for joint forgery detection and localization,2025,10.1007/s44336-025-00027-8,https://openalex.org/W4417449415,Jian Zhao,"Northwestern Polytechnical University, Shaanxi, China",PDF,https://link.springer.com/content/pdf/10.1007/s44336-025-00027-8.pdf,,,,,,,,,,,confirmed,known,known,2026-06-30T20:14:39Z,2026-07-01T14:03:36Z
Lanzhou University,Lanzhou University,institution:a28e1611e5e6b8b6,,curated:074bb9a77ee85d50090c,Aperture: a patch-aware framework for joint forgery detection and localization,2025,10.1007/s44336-025-00027-8,https://openalex.org/W4417449415,Xin Zhang,"Lanzhou University, Lanzhou, China",PDF,https://link.springer.com/content/pdf/10.1007/s44336-025-00027-8.pdf,,,,,,,,,,,confirmed,known,known,2026-06-30T20:15:27Z,2026-07-01T14:03:36Z
Xi’an Jiaotong University,Xi'an Jiaotong University,institution:afc29be68ac419be,,openalex:W4322760013,Benchmarking Deepart Detection,2023,10.48550/arxiv.2302.14475,https://openalex.org/W4322760013,Yabin Wang; Xiaopeng Hong,"Xi’an Jiaotong University, P. R. China",PDF,https://arxiv.org/pdf/2302.14475,,,,,,,,,,,confirmed,known,known,2026-06-30T20:19:29Z,2026-07-01T14:03:36Z
Singapore Management University,Singapore Management University,institution:eefb779b4c760808,,openalex:W4322760013,Benchmarking Deepart Detection,2023,10.48550/arxiv.2302.14475,https://openalex.org/W4322760013,Yabin Wang; Zhiwu Huang,"Singapore Management University, Singapore",PDF,https://arxiv.org/pdf/2302.14475,,,,,,,,,,,confirmed,known,known,2026-06-30T20:19:54Z,2026-07-01T14:03:36Z
Pengcheng Laboratory,Pengcheng Laboratory,institution:1ce921cf3475aa52,,openalex:W4322760013,Benchmarking Deepart Detection,2023,10.48550/arxiv.2302.14475,https://openalex.org/W4322760013,Xiaopeng Hong,"Pengcheng Laboratory, P. R. China",PDF,https://arxiv.org/pdf/2302.14475,,,,,,,,,,,confirmed,known,known,2026-06-30T20:21:56Z,2026-07-01T14:03:36Z
Shanghai Innovation Institute,Shanghai Innovation Institute,institution:9a0d85eff850f04a,,openalex:W4417529984,Code-in-the-Loop Forensics: Agentic Tool Use for Image Forgery Detection,2025,https://doi.org/10.48550/arxiv.2512.16300,https://openalex.org/W4417529984,Fanrui Zhang; Sizhuo Zhou; Jianwen Sun; Jiaxin Ai; Yukang Feng; Yujie Zhang; Wenjie Li; Zizhen Li; Yifan Chang; Kaipeng Zhang,"Shanghai Innovation Institute, China",PDF,https://arxiv.org/pdf/2512.16300,,,,,,,,,,,confirmed,known,known,2026-06-30T20:23:10Z,2026-07-01T14:03:36Z
"Institute of Automation, Chinese Academy of Sciences","Institute of Automation, Chinese Academy of Sciences",institution:966ff12833f90bb0,,openalex:W7133363592,CTForensics: A Comprehensive Dataset and Method for AI-Generated CT Image Detection,2026,,https://openalex.org/W7133363592,Yiheng Li; Guoqing Xu; Yijun Ye; Yang Yang; Zhen Lei,"MAIS, Institute of Automation, Chinese Academy of Sciences",PDF,https://arxiv.org/pdf/2603.01878,,,,,,,,,,,confirmed,known,known,2026-06-30T20:25:30Z,2026-07-01T14:03:36Z
"HKISI, Chinese Academy of Sciences","HKISI, Chinese Academy of Sciences",institution:9dd7b58a09f6962c,,openalex:W7133363592,CTForensics: A Comprehensive Dataset and Method for AI-Generated CT Image Detection,2026,,https://openalex.org/W7133363592,Zhen Lei,"CAIR, Hong Kong Institute of Science & Innovation, Chinese Academy of Sciences",PDF,https://arxiv.org/pdf/2603.01878,,,,,,,,,,,confirmed,known,known,2026-06-30T20:26:12Z,2026-07-01T14:03:36Z
Sangfor Technologies Inc.,Sangfor Technologies Inc.,institution:a86e3c911036d069,,openalex:W7133363592,CTForensics: A Comprehensive Dataset and Method for AI-Generated CT Image Detection,2026,,https://openalex.org/W7133363592,Zicang Tan,,PDF,https://arxiv.org/pdf/2603.01878,,,,,,,,,,,confirmed,known,known,2026-06-30T20:26:58Z,2026-07-01T14:03:36Z
Princeton University,Princeton University,institution:6f4241a7694672b8,,openalex:W4394653966,D$^3$: Scaling Up Deepfake Detection by Learning from Discrepancy,2024,https://doi.org/10.48550/arxiv.2404.04584,https://openalex.org/W4394653966,Ye Zhu; Olga Russakovsky,"Department of Computer Science, Princeton University",PDF,https://openaccess.thecvf.com/content/CVPR2025/papers/Yang_D3_Scaling_Up_Deepfake_Detection_by_Learning_from_Discrepancy_CVPR_2025_paper.pdf,,,,,,,,,,,confirmed,known,known,2026-06-30T20:28:49Z,2026-07-01T14:03:36Z
Southeast University,Southeast University,institution:592f613084a7ca9d,,curated:074bb9a77ee85d50090c,Aperture: a patch-aware framework for joint forgery detection and localization,2025,10.1007/s44336-025-00027-8,https://openalex.org/W4417449415,Yuchu Jiang; Xu Yang,"Southeast University, Jiangsu, China",PDF,https://link.springer.com/content/pdf/10.1007/s44336-025-00027-8.pdf,,,,,,,,,,,confirmed,known,known,2026-06-30T20:34:19Z,2026-07-01T14:03:36Z
"The Chinese University of Hong Kong, Shenzhen","The Chinese University of Hong Kong, Shenzhen",institution:5dbb9ac6a407e079,,openalex:W4392737360,Data-Independent Operator: A Training-Free Artifact Representation Extractor for Generalizable Deepfake Detection,2024,10.48550/arxiv.2403.06803,https://openalex.org/W4392737360,Baoyuan Wu,"School of Data Science, The Chinese University of Hong Kong, Shenzhen (CUHK-Shenzhen), China",,,,,"The Chinese University of Hong Kong, Shenzhen",,,,,,,,alias_of_confirmed,known,known,2026-06-30T20:37:03Z,2026-07-01T14:03:36Z
University of Alabama at Birmingham,University of Alabama at Birmingham,institution:fde22ad658a3fdb9,,openalex:W4389983109,DeepArt: A Benchmark to Advance Fidelity Research in AI-Generated Content,2023,10.48550/arxiv.2312.10407,https://openalex.org/W4389983109,Tianyang Wang,"Department of Computer Science, University of Alabama at Birmingham, Birmingham, 35294, AL, USA",PDF,https://arxiv.org/pdf/2312.10407,,,,,,,,,,,confirmed,known,known,2026-06-30T20:38:38Z,2026-07-01T14:03:36Z
Alipurduar Government Engineering and Management College,Alipurduar Government Engineering and Management College,institution:930e5c2880e11cb3,,openalex:W4389983109,DeepArt: A Benchmark to Advance Fidelity Research in AI-Generated Content,2023,10.48550/arxiv.2312.10407,https://openalex.org/W4389983109,Swalpa Kumar Roy,"Department of Computer Science and Engineering, Alipurduar Government Engineering and Management College, Alipurduar, 736206, West Bengal, India",PDF,https://arxiv.org/pdf/2312.10407,,,,,,,,,,,confirmed,known,known,2026-06-30T20:39:00Z,2026-07-01T14:03:36Z
ISTI-CNR,ISTI-CNR,institution:541450f1f663948c,,openalex:W4393063559,Deepfake Detection without Deepfakes: Generalization via Synthetic Frequency Patterns Injection,2024,10.48550/arxiv.2403.13479,https://openalex.org/W4393063559,Davide Alessandro Coccomini; Claudio Gennaro; Giuseppe Amato; Fabrizio Falchi,"Istituto di Scienza e Tecnologie dell'Informazione ""A. Faedo"", Consiglio Nazionale delle Ricerche, Pisa, Italy",PDF,https://arxiv.org/pdf/2403.13479,,,,,,,,,,,confirmed,known,known,2026-06-30T20:44:51Z,2026-07-01T14:03:36Z
CNIT,CNIT,institution:721b1fe645c5b099,,openalex:W4393063559,Deepfake Detection without Deepfakes: Generalization via Synthetic Frequency Patterns Injection,2024,10.48550/arxiv.2403.13479,https://openalex.org/W4393063559,Roberto Caldelli,"CNIT, Florence, Italy",PDF,https://arxiv.org/pdf/2403.13479,,,,,,,,,,,confirmed,known,known,2026-06-30T20:45:09Z,2026-07-01T14:03:36Z
