taxonomy_id,paper_id,title,year,doi,arxiv_id,openalex_url,tasks,image_scopes,research_types,tasks_status,tasks_review_reason,tasks_evidence_tier,tasks_evidence_source,tasks_evidence_excerpt,image_scopes_status,image_scopes_review_reason,image_scopes_evidence_tier,image_scopes_evidence_source,image_scopes_evidence_excerpt,research_types_status,research_types_review_reason,research_types_evidence_tier,research_types_evidence_source,research_types_evidence_excerpt,taxonomy_status,audited_at
paper_id:curated:f7906cb987975444e893,curated:f7906cb987975444e893,Boosting Robust AIGI Detection with LoRA-Based Pairwise Training,2026,10.48550/arxiv.2604.12307,2604.12307,https://openalex.org/W7154447485,detection,fully_generated,method,reviewed,,reused_audit+abstract,openalex,Boosting Robust AIGI Detection with LoRA-Based Pairwise Training,reviewed,,reused_audit+abstract,openalex,The proliferation of highly realistic AI-Generated Image (AIGI) has necessitated the development of practical detection methods.,reviewed,,reused_audit+abstract,openalex,Experiments show that our approach secured the 3th placement in the NTIRE Robust AI-Generated Image Detection in the Wild challenge,reviewed,2026-09-04
paper_id:curated:7287cadbc4b8408fd16b,curated:7287cadbc4b8408fd16b,Breaking Manifold Continuity: Vector Quantized Modeling for Real-Centric Deepfake Detection,2026,,,,detection,deepfake,method,reviewed,,reused_audit+abstract,manual,Breaking Manifold Continuity: Vector Quantized Modeling for Real-Centric Deepfake Detection,reviewed,,reused_audit+abstract,manual,"The increasingly realistic and diverse generative data has led some deepfake detection methods to shift towards learning robust real content, \textit{e.g.}, via reconstruction-based tasks.",reviewed,,reused_audit+abstract,manual,"With these components, our method constructs a real distribution that is both tightly constrained and broadly generalizable, enhancing robustness to unseen forgeries.",reviewed,2026-09-04
paper_id:curated:31c548f5aa68f9075659,curated:31c548f5aa68f9075659,CausalCLIP: Causally-Informed Feature Disentanglement and Filtering for Generalizable Detection of Generated Images,2026,10.1609/aaai.v40i9.37642,2512.13285,https://openalex.org/W7138324636,detection,fully_generated,method,reviewed,,reused_audit+abstract,openalex,CausalCLIP: Causally-Informed Feature Disentanglement and Filtering for Generalizable Detection of Generated Images,reviewed,,reused_audit+abstract,openalex,CausalCLIP: Causally-Informed Feature Disentanglement and Filtering for Generalizable Detection of Generated Images,reviewed,,reused_audit+abstract,openalex,"To address this issue, we propose CausalCLIP, a framework that explicitly disentangles causal from non-causal features and employs targeted filtering guided by causal inference principles to retain only the most transferable and discriminative forensic cues.",reviewed,2026-09-04
paper_id:curated:dd5b85612778b9021f4e,curated:dd5b85612778b9021f4e,CCMA-CLIP: Concept-Guided Cross-Modal Adaptation for Robust AI-Generated Image Detection,2026,10.1007/978-981-92-3531-5_9,,https://openalex.org/W7169669595,detection,fully_generated,method,reviewed,,reused_audit+abstract,openalex,CCMA-CLIP: Concept-Guided Cross-Modal Adaptation for Robust AI-Generated Image Detection,reviewed,,reused_audit+abstract,openalex,CCMA-CLIP: Concept-Guided Cross-Modal Adaptation for Robust AI-Generated Image Detection,reviewed,,reused_audit+abstract,openalex,"To improve robustness, this work proposes CCMA-CLIP, a concept-guided block-level cross-modal adaptation framework.",reviewed,2026-09-04
paper_id:curated:885c512e1e964d2ec61f,curated:885c512e1e964d2ec61f,CLIP-ADA: CLIP-Guided Artifact-Invariant Generalizable Synthetic Image Detection,2026,10.1109/tifs.2026.3676657,,https://openalex.org/W7140133167,detection,fully_generated,method,reviewed,,reused_audit+abstract,openalex,CLIP-ADA: CLIP-Guided Artifact-Invariant Generalizable Synthetic Image Detection,reviewed,,reused_audit+abstract,openalex,CLIP-ADA: CLIP-Guided Artifact-Invariant Generalizable Synthetic Image Detection,reviewed,,reused_audit+abstract,openalex,"Building upon these insights, we propose the CLIP-guided Dual-level Augmentation and Forensic Distribution Adaptation (CLIP-ADA) framework to perform artifact-invariant generalizable detection.",reviewed,2026-09-04
paper_id:curated:9b7e6c57a9f75e06fddf,curated:9b7e6c57a9f75e06fddf,CLIP-SegFusion: An Attention-Guided Feature Fusion Framework for Multi-Level Detection on AI-Generated Artworks,2026,10.1145/3805622.3810639,,https://openalex.org/W7164834461,detection,fully_generated,method,reviewed,,reused_audit+abstract,openalex,CLIP-SegFusion: An Attention-Guided Feature Fusion Framework for Multi-Level Detection on AI-Generated Artworks,reviewed,,reused_audit+abstract,openalex,"Recent advances in AI-generated image models significantly impact the digital art domain, raising concerns about the misuse of AI-generated imagery.",reviewed,,reused_audit+abstract,openalex,"To address the limitations of existing detection approaches, which lack pixel-level localization and robustness to diverse generation methods, we introduce CLIP-SegFusion, a multitask learning framework for synthetic image detection.",reviewed,2026-09-04
paper_id:curated:e29203ef9599b73d8733,curated:e29203ef9599b73d8733,CoDA: Color Distribution Probing for Efficient and Generalizable AI-Generated Image Detection,2026,10.1109/tpami.2026.3696399,2605.24306,,detection,fully_generated,method;dataset;benchmark,reviewed,,reused_audit+abstract,manual,CoDA: Color Distribution Probing for Efficient and Generalizable AI-Generated Image Detection,reviewed,,reused_audit+abstract,manual,CoDA: Color Distribution Probing for Efficient and Generalizable AI-Generated Image Detection,reviewed,,reused_audit+abstract,manual,"Based on this observation, we propose CoDA, a compact 1.48M-parameter detector built on a Noise-Quantization Probe, together with a theoretical analysis linking probe responses to color non-uniformity.",reviewed,2026-09-04
paper_id:curated:ba0669dd843c9defd483,curated:ba0669dd843c9defd483,Comparative Study of Adversarial Training and Randomized Smoothing for Robust AI-Generated Image Attribution,2026,10.1145/3785353.3815073,,https://openalex.org/W7164888959,source_attribution,fully_generated,analysis_study,reviewed,,reused_audit+abstract,openalex,"While AT has been widely adopted in machine learning to improve the adversarial robustness of classifiers, its application to source image attribution is still unexplored.",reviewed,,reused_audit+abstract,openalex,Comparative Study of Adversarial Training and Randomized Smoothing for Robust AI-Generated Image Attribution,reviewed,,reused_audit+abstract,openalex,"In this paper we explore two different approaches for designing AI-generated image attribution methods that are robust in adversarial settings, namely adversarial training (AT) and randomized smoothing (RS). While AT has been widely adopted in machine learning to improve the adversarial robustness of classifiers, its application to source image attribution is still unexplored. RS, on the other hand, has emerged as a method for developing deep learning classifiers with certified robustness, i.e.,",reviewed,2026-09-04
paper_id:curated:0895eb11a7610f3973da,curated:0895eb11a7610f3973da,Cover-Source Mismatch in Deepfake Detection: A Systematic Study,2026,10.1145/3785353.3815097,,https://openalex.org/W7164884130,detection,fully_generated;deepfake,analysis_study,reviewed,,reused_audit+abstract,openalex,Cover-Source Mismatch in Deepfake Detection: A Systematic Study,reviewed,,reused_audit+abstract,openalex,AI-generated image detectors achieve near-perfect accuracy under controlled conditions but fail dramatically when deployed on images with different processing pipelines.,reviewed,,reused_audit+abstract,openalex,Cover-Source Mismatch in Deepfake Detection: A Systematic Study,reviewed,2026-09-04
paper_id:curated:b4940a39cbd4a3117473,curated:b4940a39cbd4a3117473,Cross-Domain Synthetic Image Detection via Few-Shot Adaptation,2026,10.1007/978-3-032-31933-3_5,,https://openalex.org/W7172102928,detection,fully_generated;deepfake,method,reviewed,,reused_audit+abstract,openalex,Cross-Domain Synthetic Image Detection via Few-Shot Adaptation,reviewed,,reused_audit+abstract,openalex,Cross-Domain Synthetic Image Detection via Few-Shot Adaptation,reviewed,,reused_audit+abstract,openalex,"We demonstrate the enhancement on three architectures: ResNet50 with prototypical networks, CLIP with frequency masking, and GenDet teacher-student by incorporating episodic few-shot learning.",reviewed,2026-09-04
paper_id:curated:1d3010a3086b0a08317d,curated:1d3010a3086b0a08317d,Cross-Modal Representation Learning for Diffusion-Generated Image Detection,2026,,,,detection,fully_generated,method,reviewed,,reused_audit+abstract,manual,Cross-Modal Representation Learning for Diffusion-Generated Image Detection,reviewed,,reused_audit+abstract,manual,Cross-Modal Representation Learning for Diffusion-Generated Image Detection,reviewed,,reused_audit+abstract,manual,"CMCL and CMMD work collaboratively so that each modality learns a more comprehensive forgery-aware representation to distinguish real and fake images.Extensive experiments on GenImage, DRCT-2M, and Co-Spy-Bench datasets show that our method achieves state-of-the-art results.",reviewed,2026-09-04
paper_id:curated:a05de778283ed84d3f90,curated:a05de778283ed84d3f90,CTForensics: A Comprehensive Dataset and Method for AI-Generated CT Image Detection,2026,,2603.01878,https://openalex.org/W7133363592,detection,fully_generated,method;dataset,reviewed,,reused_audit+abstract,https://arxiv.org/abs/2603.01878,CTForensics: A Comprehensive Dataset and Method for AI-Generated CT Image Detection,reviewed,,reused_audit+abstract,https://arxiv.org/abs/2603.01878,"Recent advances in generative AI have made synthetic Computed Tomography (CT) images increasingly realistic, enabling promising applications in medical data augmentation while raising serious concerns about clinical safety and data trustworthiness. Detecting AI-generated CT images remains challenging for two key reasons: existing benchmarks cover only limited generation sources, and many detectors are adapted from natural-image forensics without explicitly modeling CT-specific imaging properties",reviewed,,reused_audit+abstract,https://arxiv.org/abs/2603.01878,"In this paper, we introduce CTForensics, a dataset for detecting AI-generated CT images.",reviewed,2026-09-04
paper_id:curated:5888bece56862fbbfc43,curated:5888bece56862fbbfc43,DADP: A Discrepancy-Aware Dual-Path Network for AI-Generated Image Detection,2026,10.1007/s00530-026-02435-2,,https://openalex.org/W7167913394,detection,fully_generated,method,reviewed,,reused_audit+abstract,openalex,DADP: A Discrepancy-Aware Dual-Path Network for AI-Generated Image Detection,reviewed,,reused_audit+abstract,openalex,DADP: A Discrepancy-Aware Dual-Path Network for AI-Generated Image Detection,reviewed,,reused_audit+abstract,openalex,"To address these challenges, a novel discrepancy-driven detection framework called Discrepancy-Aware Dual-Path Network (DADP) is proposed for AI-generated image detection.",reviewed,2026-09-04
doi:10.1109/tcsvt.2026.3656696,,DCNet: Learning Similarity and Spatial Complementary Features for Generalized AI-Generated Image Detection,2026,10.1109/tcsvt.2026.3656696,,https://openalex.org/W7125581744,detection,fully_generated,method,reviewed,,title,https://doi.org/10.1109/tcsvt.2026.3656696,DCNet: Learning Similarity and Spatial Complementary Features for Generalized AI-Generated Image Detection,reviewed,,title,https://doi.org/10.1109/tcsvt.2026.3656696,DCNet: Learning Similarity and Spatial Complementary Features for Generalized AI-Generated Image Detection,reviewed,,paper_methodology_evaluation,https://doi.org/10.1109/tcsvt.2026.3656696,The official title identifies DCNet as a learned feature architecture for generalized AI-generated-image detection.,reviewed,2026-09-04
paper_id:curated:45cb3642fd138c136139,curated:45cb3642fd138c136139,Decision-Driven Orthogonal Learning with Complementary Feature Mining for Robust Synthetic Image Detection,2026,10.1609/aaai.v40i8.37553,,https://openalex.org/W7137819524,detection;source_attribution,fully_generated,method,reviewed,,reused_audit+abstract,openalex,Decision-Driven Orthogonal Learning with Complementary Feature Mining for Robust Synthetic Image Detection,reviewed,,reused_audit+abstract,openalex,Decision-Driven Orthogonal Learning with Complementary Feature Mining for Robust Synthetic Image Detection,reviewed,,reused_audit+abstract,openalex,Extensive experiments demonstrate that our method achieves state-of-the-art generalization performance in challenging open-world detection scenarios.,reviewed,2026-09-04
