mapping_id,paper_id,title,year,doi,openalex_url,institution,institution_id,location_id,institution_authors,author_order,affiliation_order,raw_affiliation,openalex_institution_id,institution_city,institution_country,institution_latitude,institution_longitude,provenance_source,mapping_status,created_at,updated_at
mapping:9d901bfed4e78dedd3b5,curated:0b2081f70faaf81278dc,Organic or Diffused: Can We Distinguish Human Art from AI-generated Images?,2024,10.1145/3658644.3670306,https://openalex.org/W4405181141,University of Chicago,institution:7d7f56dced000a09,,Anna Yoo Jeong Ha; Josephine Passananti; Ronik Bhaskar; Shawn Shan; Haitao Zheng; Ben Y. Zhao,,1,"University of Chicago, Chicago, IL, USA",,,,,,,active,2026-06-29T21:35:51Z,2026-06-29T21:35:51Z
mapping:5ce275d62264311d7971,curated:1f9d168cc6c4c445a231,Orthogonal Subspace Decomposition for Generalizable AI-Generated Image Detection,2024,10.48550/arxiv.2411.15633,https://openalex.org/W4404986693,Peking University Shenzhen Graduate School,institution:6346b1a9c3b5ccd7,,Zhiyuan Yan; Peng Jin; Chengchun Liu; Li Yuan,,1,Peking University Shenzhen Graduate School,,,,,,,active,2026-06-29T21:38:29Z,2026-06-29T21:38:29Z
mapping:534a2e8014547d4a8eab,curated:1f9d168cc6c4c445a231,Orthogonal Subspace Decomposition for Generalizable AI-Generated Image Detection,2024,10.48550/arxiv.2411.15633,https://openalex.org/W4404986693,Tencent Youtu Lab,institution:3e78e883c14f8bb8,,Zhiyuan Yan; Jiangming Wang; Ke-Yue Zhang; Shen Chen; Taiping Yao; Shouhong Ding,,2,,,,,,,,active,2026-06-29T21:38:55Z,2026-06-29T21:38:55Z
mapping:876eaa74ea0010133ba2,curated:1f9d168cc6c4c445a231,Orthogonal Subspace Decomposition for Generalizable AI-Generated Image Detection,2024,10.48550/arxiv.2411.15633,https://openalex.org/W4404986693,"The Chinese University of Hong Kong, Shenzhen",institution:5dbb9ac6a407e079,,Baoyuan Wu,,3,,,,,,,,active,2026-06-29T21:39:12Z,2026-06-29T21:39:12Z
mapping:f0371b34ab032286200d,curated:b286f4a33839eed35258,Shadows Don't Lie and Lines Can't Bend! Generative Models Don't know Projective Geometry…for Now,2024,10.1109/cvpr52733.2024.02658,https://openalex.org/W4402754249,University of Illinois Urbana-Champaign,institution:bf3ddd5552577ff0,,Ayush Sarkar; Hanlin Mai; Amitabh Mahapatra; Svetlana Lazebnik; David Forsyth,,1,,,,,,,,active,2026-06-29T21:42:18Z,2026-06-29T21:42:18Z
mapping:4ca6afd7962e90523eeb,curated:b286f4a33839eed35258,Shadows Don't Lie and Lines Can't Bend! Generative Models Don't know Projective Geometry…for Now,2024,10.1109/cvpr52733.2024.02658,https://openalex.org/W4402754249,Toyota Technological Institute at Chicago,institution:386b7a411f4a3220,,Anand Bhattad,,2,,,,,,,,active,2026-06-29T21:42:38Z,2026-06-29T21:42:38Z
mapping:e2b3eab72b06c52ba664,curated:b7664c48f91262cfe091,StealthDiffusion: Towards Evading Diffusion Forensic Detection through Diffusion Model,2024,10.1145/3664647.3681535,https://openalex.org/W4403780693,Xiamen University,institution:929ddef9540ec1e7,,Ziyin Zhou; Ke Sun; Zhongxi Chen; Huafeng Kuang; Xiaoshuai Sun; Rongrong Ji,,1,"Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China, Xiamen University, Xiamen, Fujian, China",,,,,,,active,2026-06-29T21:44:29Z,2026-06-29T21:44:29Z
mapping:1785c762c93d9d0d8598,curated:e058b4e851ac44180d82,Tiny Autoencoders are Effective Few-Shot Generative Model Detectors,2024,10.1109/wifs61860.2024.10810686,https://openalex.org/W4405846636,University of Florence,institution:42fcf4ae44e1a706,,Luca Bindini; Giulia Bertazzini; Daniele Baracchi; Dasara Shullani; Paolo Frasconi; Alessandro Piva,,1,"Department of Information Engineering, University of Florence, Italy",,,,,,,active,2026-06-29T21:45:58Z,2026-06-29T21:46:12Z
mapping:872b8417a3815dc7111e,curated:b1977dc0fcca329719f0,Towards the Detection of Diffusion Model Deepfakes,2024,10.5220/0012422000003660,https://openalex.org/W4392402304,Ruhr University Bochum,institution:8f8dd64c6339c8ff,,Jonas Ricker; Simon Damm; Asja Fischer,,1,"Ruhr University Bochum, Bochum, Germany",,,,,,,active,2026-06-29T21:48:17Z,2026-06-29T21:48:17Z
mapping:0320caba75283fa47434,curated:b1977dc0fcca329719f0,Towards the Detection of Diffusion Model Deepfakes,2024,10.5220/0012422000003660,https://openalex.org/W4392402304,CISPA Helmholtz Center for Information Security,institution:aea376936c88135b,,Thorsten Holz,,2,"CISPA Helmholtz Center for Information Security, Saarbrücken, Germany",,,,,,,active,2026-06-29T21:48:39Z,2026-06-29T21:48:39Z
mapping:eecdfc979510cb3f7092,curated:98c0322e2f8dd41d3e9e,Which Model Generated This Image? A Model-Agnostic Approach for Origin Attribution,2024,10.1007/978-3-031-73033-7_16,https://openalex.org/W4403906547,University of Oxford,institution:87d9a45b3389372f,,Fengyuan Liu; Haochen Luo; Philip Torr; Jindong Gu,,1,"University of Oxford, Oxford OX1 3PJ, United Kingdom",,,,,,,active,2026-06-29T21:50:03Z,2026-06-29T21:50:03Z
mapping:0a5edd2bde1fa041ee93,curated:98c0322e2f8dd41d3e9e,Which Model Generated This Image? A Model-Agnostic Approach for Origin Attribution,2024,10.1007/978-3-031-73033-7_16,https://openalex.org/W4403906547,Nanyang Technological University,institution:c111feb812f1a7ed,,Yiming Li,,2,"Nanyang Technological University, Singapore 639798, Singapore",,,,,,,active,2026-06-29T21:50:26Z,2026-06-29T21:50:26Z
mapping:a979f73eb18e26e7418f,curated:a87d86d7032f5a751004,ZeroFake: Zero-Shot Detection of Fake Images Generated and Edited by Text-to-Image Generation Models,2024,10.1145/3658644.3690297,https://openalex.org/W4405183175,CISPA Helmholtz Center for Information Security,institution:aea376936c88135b,,Zeyang Sha; Yicong Tan; Mingjie Li; Michael Backes; Yang Zhang,,1,"CISPA Helmholtz Center for Information Security, Saarbrücken, Germany",,,,,,,active,2026-06-29T21:54:41Z,2026-06-29T21:54:41Z
mapping:caba06a4ef922b9a886c,openalex:W4367554082,DeepFake Detection Improvement for Images Based on a Proposed Method for Local Binary Pattern of the Multiple-Channel Color Space,2023,10.22266/ijies2023.0630.07,https://openalex.org/W4367554082,Informatics Institute for Postgraduate Studies,institution:04b81a56c7eb1a69,,Mohammed Thajeel Abdullah,,1,"Informatics Institute for Postgraduate Studies, Iraqi Commission for Computer and Informatics, Baghdad, Iraq",,,,,,,active,2026-06-29T21:56:14Z,2026-06-29T21:56:14Z
mapping:9637b1898b6276ccd446,openalex:W4367554082,DeepFake Detection Improvement for Images Based on a Proposed Method for Local Binary Pattern of the Multiple-Channel Color Space,2023,10.22266/ijies2023.0630.07,https://openalex.org/W4367554082,University of Baghdad,institution:f87d6ace800645a7,,Nada Hussein M. Ali,,2,"Department of Computer Science, University of Baghdad, Baghdad, Iraq",,,,,,,active,2026-06-29T21:56:43Z,2026-06-29T21:56:43Z
mapping:b589a7ca8f399c04d9e6,curated:62b0a9ae8be24d9f02e0,Single-Model Attribution of Generative Models Through Final-Layer Inversion,2023,10.48550/arxiv.2306.06210,https://openalex.org/W4380551225,Ruhr University Bochum,institution:8f8dd64c6339c8ff,,Mike Laszkiewicz; Jonas Ricker; Asja Fischer,,1,,,,,,,,active,2026-06-29T21:57:47Z,2026-06-29T21:57:47Z
mapping:0d6f2949bff07b1260b7,curated:62b0a9ae8be24d9f02e0,Single-Model Attribution of Generative Models Through Final-Layer Inversion,2023,10.48550/arxiv.2306.06210,https://openalex.org/W4380551225,University of Hamburg,institution:5a73fc9b412db6f4,,Johannes Lederer,,2,,,,,,,,active,2026-06-29T21:58:16Z,2026-06-29T21:58:16Z
mapping:a9f195d58dcbf2344d9f,curated:853c7e2ae5f343438dd5,Did You Use My GAN to Generate Fake? Post-hoc Attribution of GAN Generated Images via Latent Recovery,2022,10.1109/ijcnn55064.2022.9892704,https://openalex.org/W4312387978,University of Tsukuba,institution:fb6e9411e701578c,,Syou Hirofumi; Kazuto Fukuchi; Youhei Akimoto; Jun Sakuma,,1,"Department of Computer Science / Faculty of Engineering, Information and Systems, University of Tsukuba, Tsukuba, Japan",,,,,,,active,2026-06-29T21:59:41Z,2026-07-02T12:28:17Z
mapping:7681dae0d71c2935587c,curated:853c7e2ae5f343438dd5,Did You Use My GAN to Generate Fake? Post-hoc Attribution of GAN Generated Images via Latent Recovery,2022,10.1109/ijcnn55064.2022.9892704,https://openalex.org/W4312387978,RIKEN Center for Advanced Intelligence Project,institution:ccbfeb66fb71797e,,Jun Sakuma,,2,"Faculty of Engineering, Information and Systems, University of Tsukuba / RIKEN AIP, Tsukuba, Japan",,,,,,,active,2026-06-29T22:00:09Z,2026-06-29T22:00:09Z
mapping:0fe9617de122773e1c25,curated:07ee620b8169b67b900f,Does a GAN leave distinct model-specific fingerprints?,2021,10.5244/c.35.53,https://openalex.org/W4411245244,Arizona State University,institution:ac7aeed6b85a0a40,,Yuzhen Ding; Nupur Thakur; Baoxin Li,,1,"Ira A. Fulton Schools of Engineering, Arizona State University, 699 S Mill Ave, Tempe, AZ 85281",,,,,,,active,2026-06-29T22:01:20Z,2026-06-29T22:01:20Z
mapping:5958624e4e80750d8bef,curated:af47c4b83dfd43175a4a,Attributing and Detecting Fake Images Generated by Known GANs,2020,10.1109/spw50608.2020.00019,https://openalex.org/W3117441857,University of Texas at Dallas,institution:a55a77635edc8711,,Matthew Joslin; Shuang Hao,,1,,,,,,,,active,2026-06-29T22:03:25Z,2026-06-29T22:03:25Z
mapping:bd612da7e8a66cf8332d,openalex:W4414979736,$\bf{D^3}$QE: Learning Discrete Distribution Discrepancy-aware Quantization Error for Autoregressive-Generated Image Detection,2025,https://doi.org/10.48550/arxiv.2510.05891,https://openalex.org/W4414979736,Tsinghua University,institution:4ae45b121fe12e9c,,Yannan Zhang; Bingyao Yu; Yu Zheng; Wenzhao Zheng; Yueqi Duan; Lei Chen; Jie Zhou; Jiwen Lu,,1,"Department of Automation, Tsinghua University, China; Department of Electronic Engineering, Tsinghua University, China",,,,,,,active,2026-06-30T13:48:08Z,2026-06-30T13:49:23Z
mapping:99c91f12584e68190a2a,openalex:W4414979736,$\bf{D^3}$QE: Learning Discrete Distribution Discrepancy-aware Quantization Error for Autoregressive-Generated Image Detection,2025,https://doi.org/10.48550/arxiv.2510.05891,https://openalex.org/W4414979736,Tsinghua University,institution:4ae45b121fe12e9c,,Yueqi Duan,,1,"Department of Electronic Engineering, Tsinghua University, China",,,,,,,excluded,2026-06-30T13:48:34Z,2026-06-30T13:49:01Z
mapping:fcb5a24564e3c8d5aaae,curated:82a6421311c4d39076d9,Sanitizing Diffusion-Generated Images via Fingerprint Removal and Adversarial Perturbation for Forensic Evasion,2025,10.1109/access.2025.3597641,https://openalex.org/W4413213177,Tamkang University,institution:6d607bd40551e45f,,Meng-Luen Wu; Cheng-Pin Cheng,,1,"Department of Computer Science and Information Engineering, Tamkang University, New Taipei City 251301, Taiwan",,,,,,,active,2026-06-30T13:57:44Z,2026-06-30T13:57:44Z
mapping:741b65f145c1af759479,curated:35aae1e2c9d673ab1a97,Source Attribution of AI-Generated Images: a Principled Survey,2026,10.5281/zenodo.20814592,https://openalex.org/W7165659096,Fudan University,institution:baa1df7c4adddbda,,Meiling Li; Zhenxing Qian; Xinpeng Zhang,,1,"College of Computer Science and Artificial Intelligence, Fudan University, Songhu Road 2005, Shanghai, 200438, China.",,,,,,,active,2026-06-30T15:16:24Z,2026-06-30T15:16:24Z
mapping:e8c28a522b523fbce1d6,curated:35aae1e2c9d673ab1a97,Source Attribution of AI-Generated Images: a Principled Survey,2026,10.5281/zenodo.20814592,https://openalex.org/W7165659096,University of Siena,institution:65dbfd1e022f02e2,,Benedetta Tondi; Pietro Bongini; Mauro Barni,,2,"Department of Information Engineering and Mathematics, University of Siena, Via Roma 56, Siena, 53100, Italy.",,,,,,,active,2026-06-30T15:17:26Z,2026-06-30T15:17:26Z
mapping:344baa593244c92aca85,curated:ee47e898ad64ec14b709,Training-free Source Attribution of AI-generated Images via Resynthesis,2025,10.1109/wifs66636.2025.00028,https://openalex.org/W7148430317,University of Siena,institution:65dbfd1e022f02e2,,Pietro Bongini; Valentina Molinari; Andrea Costanzo; Benedetta Tondi; Mauro Barni,,1,"University of Siena, Department of Information Engineering and Mathematics, Italy",,,,,,,active,2026-06-30T15:29:11Z,2026-06-30T15:29:11Z
mapping:d0c529dffed7f4d4eaa1,curated:ee47e898ad64ec14b709,Training-free Source Attribution of AI-generated Images via Resynthesis,2025,10.1109/wifs66636.2025.00028,https://openalex.org/W7148430317,IMT School for Advanced Studies Lucca,institution:9958d7ee1cfec4aa,,Valentina Molinari,,2,"IMT School, Lucca, Italy",,,,,,,active,2026-06-30T15:29:52Z,2026-06-30T15:29:52Z
mapping:5f59ed9881d881a5168a,curated:e256ad6b672c3cf433ba,Bridging the Gap Between Ideal and Real-World Evaluation: Benchmarking AI-Generated Image Detection in Challenging Scenarios,2025,10.1109/iccv51701.2025.01895,https://openalex.org/W4417071442,Beijing Normal University,institution:924e1e0e9723b423,,Chunxiao Li; Boming Miao,,1,"Beijing Normal University, Beijing, China",,,,,,,active,2026-06-30T19:37:33Z,2026-06-30T19:37:33Z
mapping:1184be4809269e9f25e3,curated:e256ad6b672c3cf433ba,Bridging the Gap Between Ideal and Real-World Evaluation: Benchmarking AI-Generated Image Detection in Challenging Scenarios,2025,10.1109/iccv51701.2025.01895,https://openalex.org/W4417071442,University of Chinese Academy of Sciences,institution:69309405e04976ec,,Xiaoxiao Wang,,2,"University of Chinese Academy of Sciences, Beijing, China",,,,,,,active,2026-06-30T19:37:58Z,2026-06-30T19:37:58Z
mapping:741622c4ba72f8715918,curated:e256ad6b672c3cf433ba,Bridging the Gap Between Ideal and Real-World Evaluation: Benchmarking AI-Generated Image Detection in Challenging Scenarios,2025,10.1109/iccv51701.2025.01895,https://openalex.org/W4417071442,Fudan University,institution:baa1df7c4adddbda,,Meiling Li,,3,"Fudan University, Shanghai, China",,,,,,,active,2026-06-30T19:38:19Z,2026-06-30T19:38:19Z
mapping:2a07fe0bece072bc56e7,curated:e256ad6b672c3cf433ba,Bridging the Gap Between Ideal and Real-World Evaluation: Benchmarking AI-Generated Image Detection in Challenging Scenarios,2025,10.1109/iccv51701.2025.01895,https://openalex.org/W4417071442,Central University of Finance and Economics,institution:15e8da2735014d49,,Peng Sun,,4,"Central University of Finance and Economics, Beijing, China",,,,,,,active,2026-06-30T19:38:41Z,2026-06-30T19:38:41Z
mapping:8b0f5e6db66108758731,curated:e256ad6b672c3cf433ba,Bridging the Gap Between Ideal and Real-World Evaluation: Benchmarking AI-Generated Image Detection in Challenging Scenarios,2025,10.1109/iccv51701.2025.01895,https://openalex.org/W4417071442,Tsinghua University,institution:4ae45b121fe12e9c,,Yunjian Zhang; Xiangyang Ji; Yao Zhu,,5,"Tsinghua University, Beijing, China",,,,,,,active,2026-06-30T19:39:06Z,2026-06-30T19:39:06Z
mapping:8fbe456f9a3bffda221e,openalex:W4400716502,"A Survey of Defenses Against AI-Generated Visual Media: Detection,Disruption, and Authentication",2024,10.48550/arxiv.2407.10575,https://openalex.org/W4400716502,Xi'an Jiaotong University,institution:afc29be68ac419be,,Jingyi Deng; Chenhao Lin; Zhengyu Zhao; Shuai Liu; Chao Shen,,1,"School of Cyber Science and Engineering, Xi’an Jiaotong University, Xi’an, China; Research Center of Frontier Science and Technology, Xi’an Jiaotong University, Xi’an, China; School of Software Engineering, Xi’an Jiaotong University, Xi’an, China",,,,,,,active,2026-06-30T20:01:25Z,2026-06-30T20:04:15Z
mapping:92d3f5c984f212a665cb,openalex:W4400716502,"A Survey of Defenses Against AI-Generated Visual Media: Detection,Disruption, and Authentication",2024,10.48550/arxiv.2407.10575,https://openalex.org/W4400716502,The Hong Kong Polytechnic University,institution:31f980eaa403801a,,Zhe Peng,,2,"Department of Industrial and Systems Engineering, The Hong Kong Polytechnic University, Hong Kong, Hong Kong",,,,,,,active,2026-06-30T20:04:40Z,2026-06-30T20:04:40Z
mapping:2d52ecb91d95e467eca5,openalex:W4400716502,"A Survey of Defenses Against AI-Generated Visual Media: Detection,Disruption, and Authentication",2024,10.48550/arxiv.2407.10575,https://openalex.org/W4400716502,Wuhan University,institution:f23b95ce92de4591,,Qian Wang,,3,"School of Cyber Science and Engineering, Wuhan University, Wuhan, China",,,,,,,active,2026-06-30T20:05:02Z,2026-06-30T20:05:02Z
mapping:e0952a0f53ca608659ea,openalex:W7155245437,Adaptive Forensic Feature Refinement via Intrinsic Importance Perception,2026,,https://openalex.org/W7155245437,Zhejiang University,institution:e433baf78e80004b,,Jiazhen Yang; Kejia Chen; Zunlei Feng; Bingde Hu; Yang Gao,,1,"Zhejiang University, Hangzhou, China",,,,,,,active,2026-06-30T20:07:01Z,2026-06-30T20:07:01Z
mapping:500b21a30c88b9c79858,openalex:W7155245437,Adaptive Forensic Feature Refinement via Intrinsic Importance Perception,2026,,https://openalex.org/W7155245437,Alibaba Group,institution:73f449eb6a3c05d3,location:73f449eb6a3c05d327e2,Junjun Zheng; Xiangheng Kong,,2,"Alibaba Inc, Hangzhou, China",,Hangzhou,China,30.1918037,120.185449,,active,2026-06-30T20:07:24Z,2026-08-30T21:08:46Z
mapping:55513f5c5733c8ae36d5,openalex:W7155245437,Adaptive Forensic Feature Refinement via Intrinsic Importance Perception,2026,,https://openalex.org/W7155245437,Zhejiang University of Technology,institution:9b91aedca1273b56,,Jie Lei,,3,"Zhejiang University of Technology, Hangzhou, China",,,,,,,active,2026-06-30T20:07:46Z,2026-06-30T20:07:46Z
mapping:40860326d87c16fb3561,openalex:W7117078863,AdaptPrompt: Parameter-Efficient Adaptation of VLMs for Generalizable Deepfake Detection,2025,,https://openalex.org/W7117078863,University of Waterloo,institution:7417258b2e3d3491,,Yichen Jiang; Fakhri Karray,,1,"University of Waterloo, Canada",,,,,,,active,2026-06-30T20:09:10Z,2026-06-30T20:09:10Z
mapping:37226513ee9bb670e2a9,openalex:W7117078863,AdaptPrompt: Parameter-Efficient Adaptation of VLMs for Generalizable Deepfake Detection,2025,,https://openalex.org/W7117078863,Mohamed bin Zayed University of Artificial Intelligence,institution:f04b96a9716ab2f4,,Mohammed Talha Alam,,2,"MBZUAI, UAE",,,,,,,active,2026-06-30T20:09:35Z,2026-06-30T20:09:35Z
mapping:22c065daf87d60a091d8,openalex:W7117078863,AdaptPrompt: Parameter-Efficient Adaptation of VLMs for Generalizable Deepfake Detection,2025,,https://openalex.org/W7117078863,University of Bergen,institution:b978b6dfc7b3baa0,,Sohail Ahmed Khan; Duc-Tien Dang-Nguyen,,3,"University of Bergen, Norway",,,,,,,active,2026-06-30T20:09:55Z,2026-06-30T20:09:55Z
mapping:bfdbca6cff5fa5026710,openalex:W4387994353,AntifakePrompt: Prompt-Tuned Vision-Language Models are Fake Image Detectors,2023,10.48550/arxiv.2310.17419,https://openalex.org/W4387994353,National Yang Ming Chiao Tung University,institution:b99e56fd55395250,,Chen Yeh; You-Ming Chang; Wei-Chen Chiu,,1,,,,,,,,active,2026-06-30T20:11:22Z,2026-06-30T20:11:22Z
mapping:862821d11372170ae851,openalex:W4387994353,AntifakePrompt: Prompt-Tuned Vision-Language Models are Fake Image Detectors,2023,10.48550/arxiv.2310.17419,https://openalex.org/W4387994353,Netflix Eyeline Studios,institution:fbc0802be3266f6f,,Ning Yu,,2,,,,,,,,active,2026-06-30T20:11:39Z,2026-06-30T20:11:39Z
