paper_id,title,normalized_title,year,publication_status,venue,tasks,image_scopes,research_types,doi,arxiv_id,openalex_id,method_name_candidate,method_name_evidence
curated:f8bc8386ea043eef0a7c,Fleet: Few Shots Lead Effective AI-Generated Image Detection,fleet few shots lead effective ai generated image detection,2026,preprint_or_other,arXiv,detection,fully_generated,method;dataset;benchmark,,2606.31082,,,
curated:b8a42f43802c4fbb3cad,ForenDeX: Unlocking Forensic Insights for Explainable AI-Generated Image Detection,forendex unlocking forensic insights for explainable ai generated image detection,2026,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) · Findings,detection,fully_generated,method;dataset,,,,ForenDeX,title prefix heuristic; discovery only
curated:6976641cbfe602a7e617,Forensic Detection of Generated MRI Imagery Using Autoregressive Modeling and Frequency Analysis,forensic detection of generated mri imagery using autoregressive modeling and frequency analysis,2026,published,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) · Workshop,detection,fully_generated,method,,,,,
curated:89c6548802e6878c18c8,Forensic Invariant Learning for Synthetic Image Detection: Bridging Benford's Law and Topological Analysis with Machine Learning Ensembles,forensic invariant learning for synthetic image detection bridging benford s law and topological analysis with machine learning ensembles,2026,published,"IEEE International Conference on Quantum Photonics, Artificial Intelligence & Networking (QPAIN)",detection,fully_generated,method,10.1109/qpain69676.2026.11546484,,w7164298589,,
curated:078ade9edabe304013a7,ForensicConcept: Transferable Forensic Concepts for AIGI Detection,forensicconcept transferable forensic concepts for aigi detection,2026,published,International Conference on Machine Learning (ICML),detection,fully_generated,method,10.48550/arxiv.2606.07034,2606.07034,w7163898036,ForensicConcept,title prefix heuristic; discovery only
curated:9ae6e4e3816daa7e1650,ForgeryMoE: Mixture of Experts for Image Forgery Detection Under JPEG Compression,forgerymoe mixture of experts for image forgery detection under jpeg compression,2026,published,ACM International Conference on Multimedia Retrieval (ICMR),detection,fully_generated,method,10.1145/3805622.3810810,,w7164804110,ForgeryMoE,title prefix heuristic; discovery only
curated:ed5f779be1e71edddcee,Forging the Unknown: Open-Set Deepfake Attribution via Adaptive Fingerprint Learning,forging the unknown open set deepfake attribution via adaptive fingerprint learning,2026,published,International Conference on Pattern Recognition (ICPR),source_attribution,deepfake,method,10.1007/978-3-032-31663-9_45,,w7172125459,Forging the Unknown,title prefix heuristic; discovery only
curated:c11b9ac4e226ac88c418,FraudBench: A Multimodal Benchmark for Detecting AI-Generated Fraudulent Refund Evidence,fraudbench a multimodal benchmark for detecting ai generated fraudulent refund evidence,2026,preprint_or_other,arXiv,detection,fully_generated;generative_editing,dataset;benchmark;analysis_study,,2605.08820,w7160919986,FraudBench,title prefix heuristic; discovery only
curated:748ed5e2cf27aea70f6a,Frequency-Aware Robustness Analysis of Deepfake Detection Models,frequency aware robustness analysis of deepfake detection models,2026,published,Journal on Artificial Intelligence (JAI),detection,deepfake,method,10.32604/jai.2026.078014,,w7143520843,,
curated:86e3ccb675e46cee7d66,Frozen DINO Localizes Image Edits Without a Localizer,frozen dino localizes image edits without a localizer,2026,preprint_or_other,arXiv,localization,generative_editing;traditional_manipulation,method;analysis_study,,2608.18968,w7203861168,,
curated:b8535274867705393d44,FUSED: Forensic-Semantic Mixture-of-Experts for AI Inpainting Detection and Localization,fused forensic semantic mixture of experts for ai inpainting detection and localization,2026,preprint_or_other,arXiv,detection;localization,generative_editing,method,,2608.28302,w7204850927,FUSED,title prefix heuristic; discovery only
curated:e2c0dacc159564e9e575,Gamma: Generalizable AI-Generated Image Detection via Multi-Task and Manipulation-Augmented Supervision,gamma generalizable ai generated image detection via multi task and manipulation augmented supervision,2026,published,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",detection,fully_generated;generative_editing;traditional_manipulation,method,10.1109/icassp55912.2026.11460946,2509.10250,w7155034883,,
curated:bada2e715200e9fccb7a,GAP-SAM: A Global Artifact Prior for Generalizable AI-Generated Image Manipulation Localization,gap sam a global artifact prior for generalizable ai generated image manipulation localization,2026,preprint_or_other,arXiv,localization,generative_editing,method;dataset;analysis_study,,2608.20929,w7204102515,GAP-SAM,title prefix heuristic; discovery only
curated:f105a82454d369e100b9,General and Domain-Specific Zero-Shot Detection of Generated Images via Conditional Likelihood,general and domain specific zero shot detection of generated images via conditional likelihood,2026,published,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),detection,fully_generated,method,10.1109/wacv61042.2026.00754,2512.05590,w4417143023,,
curated:9ec7092e57766741468f,Generalizable and Adaptive Continual Learning Framework for AI-Generated Image Detection,generalizable and adaptive continual learning framework for ai generated image detection,2026,published,IEEE Transactions on Multimedia (TMM),detection,fully_generated;deepfake,method,10.1109/tmm.2026.3651067,2601.05580,w7118208389,,
curated:d6fe2666a64b0c70ff6b,GenShield: Unified Detection and Artifact Correction for AI-Generated Images,genshield unified detection and artifact correction for ai generated images,2026,published,International Conference on Machine Learning (ICML),detection,fully_generated,method,10.48550/arxiv.2605.16122,2605.16122,w7161576865,GenShield,title prefix heuristic; discovery only
curated:f3aa81928c76cd4b3903,GenSyn10: A Multi-Generative AI Dataset for Benchmarking Image Classification,gensyn10 a multi generative ai dataset for benchmarking image classification,2026,preprint_or_other,arXiv,detection,fully_generated,dataset;benchmark,,2607.16283,w7169872909,GenSyn10,title prefix heuristic; discovery only
curated:316fc03d348baa637bb4,Geometric-Semantic Dual-Adaptation for Generalizable AI-Generated Image Detection,geometric semantic dual adaptation for generalizable ai generated image detection,2026,published,Neurocomputing,detection,fully_generated,method,10.1016/j.neucom.2026.134418,,w7167700528,,
curated:807cbb7fa6b003585c72,GlobalForge: Towards Robust AI-Generated Image Detection,globalforge towards robust ai generated image detection,2026,preprint_or_other,arXiv,detection,fully_generated,method;analysis_study,,2607.14684,w7169576517,GlobalForge,title prefix heuristic; discovery only
,"GReX-Bench: Benchmarking Generalization, Robustness, and Explainability in AI-Generated Image Detection",grex bench benchmarking generalization robustness and explainability in ai generated image detection,2026,preprint_or_other,Research Square,detection,fully_generated,benchmark,10.21203/rs.3.rs-8633550/v1,,w7128674854,GReX-Bench,title prefix heuristic; discovery only
curated:f898cd2f736babc824dc,HiDD-Net: A Hierarchical Dual-Domain Distillation Network for Efficient Deepfake Detection,hidd net a hierarchical dual domain distillation network for efficient deepfake detection,2026,published,International Conference on Digital Image Processing (ICDIP),detection,deepfake,method,10.1117/12.3119955,,w7203837282,HiDD-Net,title prefix heuristic; discovery only
curated:70f6d63927384365006f,High-Resolution Contrastive Framework for Generalizable AI-Generated Image Detection,high resolution contrastive framework for generalizable ai generated image detection,2026,published,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",detection,fully_generated,method,10.1109/icassp55912.2026.11461655,,w7155044587,,
curated:9637c6ae3ad013926898,How Well Are Open Sourced AI-Generated Image Detection Models Out-of-the-Box: A Comprehensive Benchmark Study,how well are open sourced ai generated image detection models out of the box a comprehensive benchmark study,2026,preprint_or_other,arXiv,detection,fully_generated;deepfake,benchmark,,2602.07814,w7128556178,,
,HRR: Hierarchical Retrospection Refinement for Generated Image Detection,hrr hierarchical retrospection refinement for generated image detection,2026,published,Pattern Recognition Letters (PRL),detection,fully_generated,method,10.1016/j.patrec.2026.04.016,2502.17862,w4415187215,HRR,title prefix heuristic; discovery only
curated:b2b738978609f5704f00,HSIC Bottleneck for Cross-Generator and Domain-Incremental Synthetic Image Detection,hsic bottleneck for cross generator and domain incremental synthetic image detection,2026,published,International Conference on Learning Representations (ICLR),detection,fully_generated,method,,,w7111483085,,
curated:8fb6db301d8dd737db1b,HydraPrompt: An Adaptive and Asymmetric Framework of Vision-Language Models for Synthetic Image Detection,hydraprompt an adaptive and asymmetric framework of vision language models for synthetic image detection,2026,preprint_or_other,arXiv,detection,fully_generated,method,,2605.26421,w7162539349,HydraPrompt,title prefix heuristic; discovery only
curated:d59bffe554500b241a3e,ImageAttributionBench: How Far Are We from Generalizable Attribution?,imageattributionbench how far are we from generalizable attribution,2026,preprint_or_other,arXiv,detection;source_attribution,fully_generated,dataset;benchmark,10.48550/arxiv.2605.12967,2605.12967,w7161132651,ImageAttributionBench,title prefix heuristic; discovery only
curated:246f07c81b9f91e527eb,IncreFA: Breaking the Static Wall of Generative Model Attribution,increfa breaking the static wall of generative model attribution,2026,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection;source_attribution,fully_generated,method;dataset,,2604.17736,w7155451413,IncreFA,title prefix heuristic; discovery only
curated:88b63de59a0eabcd1b02,Incremental Learning for AI-Generated Image Detection,incremental learning for ai generated image detection,2026,published,IEEE Transactions on Multimedia (TMM),detection,fully_generated,method,10.1109/tmm.2026.3716041,,w7170070315,,
,"Interpol Review of Detection of AI-Generated Image and Video Deepfakes, 2022-2025",interpol review of detection of ai generated image and video deepfakes 2022 2025,2026,published,Forensic Science International: Synergy,detection,fully_generated;deepfake,survey,10.1016/j.fsisyn.2026.100704,,w7164742316,,
curated:3ea88dc6c3224d22d416,IoT-Oriented Security for Small Sensor Systems Using DnCNN Denoising and Multimodal Feature Fusion for Image Forgery Detection,iot oriented security for small sensor systems using dncnn denoising and multimodal feature fusion for image forgery detection,2026,published,Sensors (SENSORS-BASEL),detection,traditional_manipulation,method,10.3390/s26041172,,w7128586659,,
